,Expt,ClogP,Polarizability,Name,smiles
522,-1.48,1.68,69.719,"1,1,2-trichloroethane",ClCC(Cl)Cl
524,-1.29,1.53,56.553,"1,1-dichloroethane",CC(Cl)Cl
527,-1.74,2.17,82.885,"1,1,2,2-tetrachloroethane",ClC(Cl)C(Cl)Cl
528,-1.17,1.76,57.235,chloroform,ClC(Cl)Cl
529,-1.62,1.98,140.459,"N,N-diallyldichloroacetamide",C=CCN(CC=C)C(=O)C(Cl)Cl
532,-1.3,1.74,55.897,"1,2-dichloroethylene",ClC=CCl
535,-2.6,1.36,107.851,"1,3-dichloro-5,5-dimethylhydantoin",CC1(C)C(=O)N(Cl)C(=O)N1Cl
538,-2.38,2.46,73.175,"1,2,4,5-tetrafluorobenzene",Fc1cc(F)c(F)cc1F
539,-2.31,2.43,73.175,"1,2,3,5-tetrafluorobenzene",Fc1cc(F)c(F)c(F)c1
541,-4.49,4.12,180.35,flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
554,-2.0,2.36,72.291,m-difluorobenzene,Fc1cccc(F)c1
555,-2.54,2.54,97.499,p-fluorobenzyl chloride,Fc1ccc(CCl)cc1
557,-1.97,2.39,72.291,p-difluorobenzene,Fc1ccc(F)cc1
558,-1.78,1.47,107.131,4-fluoroacetanilide,CC(=O)Nc1ccc(F)cc1
559,-1.8,2.27,71.84899999999998,fluorobenzene,Fc1ccccc1
560,-1.07,-0.78,68.821,5-fluorouracil,O=c1[nH]cc(F)c(=O)[nH]1
561,-0.97,-1.78,74.24,flucytosine,Nc1nc(=O)[nH]cc1F
562,-3.04,3.19,71.045,"1,1,2-trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl
563,-3.12,2.82,58.32100000000001,"1,2-dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl
566,-1.6,2.87,102.596,Trifluoro-o-toluic acid,O=C(O)c1ccccc1C(F)(F)F
575,-1.47,2.39,94.943,3-trifluoromethylaniline,Nc1cccc(C(F)(F)F)c1
578,-3.43,2.36,142.709,fluometuron,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
579,-2.51,2.79,85.21700000000001,benzyltrifluoride,FC(F)(F)c1ccccc1
580,0.3,0.66,48.338,"1,1,1-trifluoro-2-propanol",CC(O)C(F)(F)F
593,-3.54,4.1,119.688,o-chloroiodobenzene,Clc1ccccc1I
595,-2.73,2.16,123.901,o-Iodobenzoic acid,O=C(O)c1ccccc1I
596,-3.55,3.39,119.688,m-chloroiodobenzene,Clc1cccc(I)c1
597,-3.27,3.11,123.901,m-Iodobenzoic acid,O=C(O)c1cccc(I)c1
599,-4.03,3.77,119.688,p-chloroiodobenzene,Clc1ccc(I)cc1
600,-3.13,3.23,106.964,1-fluoro-4-iodobenzene,Fc1ccc(I)cc1
602,-2.78,3.25,106.522,iodobenzene,Ic1ccccc1
604,-4.81,4.68,127.756,1-iodoheptane,CCCCCCCI
605,-2.96,3.09,90.304,1-iodobutane,CCCCI
606,-2.29,2.56,77.82,1-iodopropane,CCCI
607,-0.43,1.04,82.715,beta-Iodopropionic acid,O=C(O)CCI
608,-1.6,2.03,65.336,iodoethane,CCI
610,-1.0,1.5,52.852,iodomethane,CI
611,-2.09,2.38,77.82,2-iodopropane,CC(C)I
614,-1.99,-3.47,148.888,minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
615,-2.68,2.51,143.44899999999996,"1,7-phenantroline",c1cnc2c(c1)ccc1ncccc12
616,-3.97,2.7,168.417,"4,7-dimethyl-1,10-phenanthroline",Cc1ccnc2c1ccc1c(C)ccnc12
617,-2.78,3.31,149.27,phenanthridine,c1ccc2c(c1)cnc1ccccc12
618,-3.36,3.31,149.27,benzo(f)quinoline,c1ccc2c(c1)ccc1ncccc12
620,-1.94,3.0,132.39600000000002,"2,4-dimethylquinoline",Cc1cc(C)c2ccccc2n1
621,-1.2,2.91,124.219,4-hydroxy-2-methylquinoline,Cc1cc(O)c2ccccc2n1
622,-2.54,1.45,111.735,5-hydroxyquinoline,Oc1cccc2ncccc12
624,-3.67,3.4,149.27,acridine,c1ccc2nc3ccccc3cc2c1
626,-2.16,1.8,111.735,6-hydroxyquinoline,Oc1ccc2ncccc2c1
628,-1.94,3.0,132.39600000000002,"2,7-dimethylquinoline",Cc1ccc2ccc(C)nc2c1
630,-2.42,1.87,111.735,8-quinolinol,Oc1cccc2cccnc12
631,-1.3,2.08,107.428,quinoline,c1ccc2ncccc2c1
635,-3.68,2.66,182.852,RTI 9,CCN1C(=O)c2ccccc2Oc2ccccc21
636,-3.67,0.73,164.547,RTI 10,CN1C(=O)c2cccnc2Oc2ccccc21
637,-2.68,2.53,143.44899999999996,"1,7-phenantroline",c1ccc2c(c1)ccc1nccnc12
647,-0.02,-0.6,122.973,ecgonine,CN1C2CCC1C(C(=O)O)C(O)C2
650,0.06,-0.8,102.449,7-methylpteridine,Cc1cnc2cncnc2n1
651,-0.91,-0.36,106.756,7-methoxypteridine,COc1cnc2cncnc2n1
658,-0.12,-1.01,102.449,4-methylpteridine,Cc1ncc2nccnc2n1
659,-1.11,-0.56,106.756,4-methoxypteridine,COc1ncc2nccnc2n1
660,-1.95,-1.14,94.272,2-hydroxypteridine,Oc1ncc2nccnc2n1
661,0.02,-1.26,89.965,pteridine,c1cnc2ncncc2n1
662,-0.47,-0.8,102.449,2-methylpteridine,Cc1ncnc2nccnc12
663,-1.11,0.14,106.756,2-methoxypteridine,COc1ncnc2nccnc12
664,0.06,-0.8,102.449,7-methylpteridine,Cc1cnc2ncncc2n1
665,-1.14,-0.36,106.756,7-methoxypteridine,COc1cnc2ncncc2n1
668,-1.39,-0.17,114.782,theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O
671,0.38,1.65,90.554,"2,3-dimethylpyridine",Cc1cccnc1C
672,0.38,1.65,90.554,"2,4-dimethylpyridine",Cc1ccnc(C)c1
673,0.4,1.65,90.554,"2,5-dimethylpyridine",Cc1ccc(C)nc1
674,0.45,1.65,90.554,"2,6-dimethylpyridine",Cc1cccc(C)n1
675,-1.42,1.28,125.919,"2,2´-bipyridine",c1ccc(-c2ccccn2)nc1
676,0.51,1.72,90.554,2-ethyl pyridine,CCc1ccccn1
677,1.02,-0.64,69.893,2-hydroxypyridine,Oc1ccccn1
680,-1.89,2.35,191.602,meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
681,1.0,-0.4,71.205,N-methylpyrrolidone,CN1CCCC1=O
683,0.23,1.32,83.101,N-methylpiperidine,CN1CCCCC1
685,-0.17,0.41,77.868,N-nitrosopiperidine,O=NN1CCCCC1
686,-2.07,-1.83,144.61,vasicinone,OC1CCN2C1=Nc1ccccc1C2O
687,0.81,1.28,112.308,arecoline,COC(=O)C1=CCCN(C)C1
689,-2.15,-0.72,128.697,Isocarbamid,CC(C)CNC(=O)N1CCNC1=O
691,1.0,-0.33,74.92399999999998,N-methylmorpholine,CN1CCOCC1
692,0.72,-3.25,85.685,betaine,C[N+](C)(C)CC(=O)O
693,-1.45,1.96,107.428,isoquinoline,c1ccc2cnccc2c1
694,-1.89,3.21,184.837,sparteine,C1CCN2CC3CC(CN4CCCCC34)C2C1
695,0.36,1.65,90.554,"3,4-dimethylpyridine",Cc1ccncc1C
696,0.38,1.65,90.554,"3,5-dimethylpyridine",Cc1cncc(C)c1
697,0.96,-0.46,82.37700000000002,3-pyridinemethanol,OCc1cccnc1
698,-0.46,0.88,95.449,methyl nicotinate,COC(=O)c1cccnc1
699,-0.84,0.15,82.965,nicotinic acid,O=C(O)c1cccnc1
700,-0.46,0.64,69.893,3-hydroxypyridine,Oc1cccnc1
701,0.79,0.72,130.95,nicotine,CN1CCCC1c1cccnc1
702,-1.55,2.04,197.021,"d,l-mepivacaine",Cc1cccc(C)c1NC(=O)C1CCCCN1C
706,-1.54,1.2,125.919,"4,4´-bipyridine",c1cc(-c2ccncc2)ccn1
707,1.02,-1.3,69.893,4-hydroxypyridine,Oc1ccncc1
708,0.76,0.73,65.586,pyridine,c1ccncc1
710,-0.97,-0.13,127.266,caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O
711,-2.52,-0.72,114.782,theobromine,Cn1cnc2c1c(=O)[nH]c(=O)n2C
713,-4.74,3.26,184.469,etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1
715,1.1,-0.33,59.765,pyrimidine,c1cncnc1
716,-1.16,1.59,87.42299999999999,benzoxazole,c1ccc2ocnc2c1
717,-3.37,1.0,160.745,nalidixic acid,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
718,0.96,-0.23,82.37700000000002,N-methyl-2-pyridone,Cn1ccccc1=O
719,-0.8,-1.2,80.863,1-methyluracil,Cn1ccc(=O)[nH]c1=O
721,-4.59,2.86,167.171,lenacil,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2
722,-1.56,-0.62,106.605,1-methyluric acid,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O
723,-2.23,1.18,132.043,metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
724,-2.74,1.59,162.05700000000004,hexabarital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
727,-4.97,3.72,140.505,carbazole,c1ccc2c(c1)[nH]c1ccccc12
728,-2.57,2.26,158.325,etryptamine,CCC(N)Cc1c[nH]c2ccccc12
729,-1.23,1.04,150.736,tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O
730,-2.07,1.43,128.526,indole-3-acetic acid,O=C(O)Cc1c[nH]c2ccccc12
731,-2.42,2.6,111.147,3-methylindole,Cc1c[nH]c2ccccc12
732,-1.52,2.14,98.663,indole,c1ccc2[nH]ccc2c1
733,-2.14,1.26,111.735,2-(1H)quinolinone,O=c1ccc2ccccc2[nH]1
734,-2.12,-0.0256,90.926,adenine,Nc1ncnc2[nH]cnc12
735,-3.93,-1.08,94.121,uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
736,-2.61,1.15,100.495,phthalimide,O=C1NC(=O)c2ccccc21
738,-2.93,0.14,101.151,phthalamide,O=C1NC(=O)C2C=CC=CC12
739,-2.34,2.7,162.915,2-ethyl-2-phenylgluterimide,CCC1(c2ccccc2)CCC(=O)NC1=O
740,0.3,-1.18,59.309,succinimide,O=C1CCC(=O)N1
750,0.36,0.14,140.959,cytisine,O=c1cccc2n1CC1CNCC2C1
751,-1.04,1.63,99.319,indoline,c1ccc2c(c1)CCN2
752,1.07,-1.45,58.721,pyrrolidone,O=C1CCCN1
753,1.15,0.37,58.133,pyrrolidine,C1CCNC1
754,1.07,0.93,70.617,piperidine,C1CCNCC1
755,1.07,-1.17,67.859,piperazine,C1CNCCN1
757,1.06,-1.08,62.44,morpholine,C1COCCN1
758,-0.4,-1.69,56.551,hydantoin,O=C1CNC(=O)N1
759,-0.83,-2.56,69.035,"2,5-Piperazinedione",O=C1CNC(=O)CN1
760,-2.64,0.4,160.157,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O
761,-1.5,2.49,108.069,2-propylpiperidine,CCCC1CCCCN1
762,-1.5,1.96,95.585,coniine,CCC1CCCCN1
763,-0.45,0.45,108.657,pelletierine,CC(=O)CC1CCCCN1
764,0.74,-0.68,80.343,2-methylpiperazine,CC1CNCCN1
765,0.49,-0.19,92.827,"trans-2,5-dimethylpiperazine",CC1CNC(C)CN1
766,-0.17,0.75,56.82100000000001,pyrrole,c1cc[nH]c1
768,-0.06,-0.67,81.51899999999998,5-ethylhydantoin,CCC1NC(=O)NC1=O
769,-1.6,-2.89,89.075,allantoin,NC(=O)NC1NC(=O)NC1=O
770,-2.29,-1.19,85.507,hypoxanthine,O=c1[nH]cnc2nc[nH]c12
771,-3.58,-0.98,95.233,guanine,Nc1nc2[nH]cnc2c(=O)[nH]1
772,-2.12,-0.0256,90.926,adenine,Nc1ncnc2nc[nH]c12
773,-3.4,-2.14,95.233,isoguanine,Nc1nc(O)nc2nc[nH]c12
774,-0.53,-1.27,103.073,histidine,NC(Cc1c[nH]cn1)C(=O)O
775,-1.96,0.00921,92.691,urocanic acid,O=C(O)C=Cc1c[nH]cn1
776,-1.52,-0.12,80.863,5-methyluracil,Cc1c[nH]c(=O)[nH]c1=O
777,-1.46,-1.12,86.28200000000002,5-methylcytosine,Cc1c[nH]c(=O)nc1N
778,0.59,-1.38,64.072,3H-pyrimidin-4-one,O=c1ccnc[nH]1
779,-1.48,-0.71,68.37899999999999,uracil,O=c1cc[nH]c(=O)[nH]1
780,-1.14,-1.71,73.798,cytosine,Nc1cc[nH]c(=O)n1
783,-1.96,1.57,105.326,2-methylbenzimidazole,Cc1nc2ccccc2[nH]1
784,-0.4,-1.99,57.139,parabanic acid,O=C1NC(=O)C(=O)N1
785,-1.89,-1.07,87.809,cyclopropyl-5-spirobarbituric acid,O=C1NC(=O)C2(CC2)C(=O)N1
786,-1.65,-0.5,100.293,cyclobutyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCC2)C(=O)N1
787,-2.35,0.0602,112.777,cyclopentyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCC2)C(=O)N1
788,-3.06,0.62,125.261,cyclohexyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCC2)C(=O)N1
789,-3.17,1.19,137.745,cycloheptyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
790,-2.98,1.75,150.22899999999996,cyclooctyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
791,-1.64,1.71,144.52700000000004,5-butyl-5-ethylbarbituric acid,CCCCC1(CC)C(=O)NC(=O)NC1=O
792,-2.57,2.05,157.011,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
793,-2.32,1.67,160.745,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
796,-2.17,1.62,162.05700000000004,cyclobarbital,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
798,-1.39,0.64,119.559,barbital,CCC1(CC)C(=O)NC(=O)NC1=O
799,-2.25,1.84,156.355,5-(3-Methyl-2-butenyl)-5-ethylbarbital,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O
800,-1.61,0.77,131.387,5-allyl-5-ethylbarbital,C=CCC1(CC)C(=O)NC(=O)NC1=O
801,-1.23,0.11,107.075,5-methyl-5-ethylbarbituric acid,CCC1(C)C(=O)NC(=O)NC1=O
802,-2.18,1.69,172.57299999999995,phenallymal,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
803,-2.06,1.11,143.215,allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
804,-1.16,0.24,118.903,5-allyl-5-methylbarbital,C=CCC1(C)C(=O)NC(=O)NC1=O
805,-1.74,-0.42,94.591,"5,5-dimethylbarbituric acid",CC1(C)C(=O)NC(=O)NC1=O
806,-2.52,2.05,157.011,pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
807,-2.36,2.18,168.83900000000003,secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
808,-2.39,1.52,144.52700000000004,butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
809,-2.02,1.65,156.355,talbutal,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
810,-2.21,0.99,132.043,probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O
811,-2.59,2.19,168.83900000000003,5-(3-methyl-2-butenyl)-5-isoprbarbital,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O
812,-1.71,1.11,143.871,aprobarbital,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
813,-2.77,1.34,144.52700000000004,"5,5-diisopropylbarbital",CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O
815,-1.25,-1.84,70.211,alloxan,O=C1NC(=O)C(=O)C(=O)N1
816,-3.03,2.2,161.186,ethirimol,CCCCc1c(C)nc(NCC)[nH]c1=O
817,-1.26,-0.12,80.863,6-methyluracil,Cc1cc(=O)[nH]c(=O)[nH]1
818,-1.93,-0.93,85.758,orotic acid,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
819,-2.16,1.82,92.842,indazole,c1ccc2[nH]ncc2c1
820,-2.38,-1.33,85.507,allopurinol,Oc1ncnc2[nH]ncc12
821,-2.27,-0.48,85.507,allopurin,O=c1[nH]cnc2[nH]ncc12
822,0.52,-0.87,54.905,amitrole,Nc1nc[nH]n1
823,-0.78,1.34,87.021,benzotriazole,c1ccc2[nH]nnc2c1
828,-2.09,2.16,181.711,pyrolan,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1
829,0.71,0.27,146.429,antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C
830,-0.63,0.76,181.123,aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
831,-0.62,-0.4,156.155,aminophenazone,Cc1c(N)c(=O)n(-c2ccccc2)n1C
832,1.1,0.0245,59.765,pyridazine,c1ccnnc1
834,-0.07,0.66,62.372,3-hydroxy-5-methylisoxazole,Cc1cc(O)no1
835,-3.54,3.18,128.96,1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12
844,-1.46,2.2,119.62,DNOC,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
845,-3.38,3.61,157.072,dinoseb,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
846,-3.22,1.68,131.024,"2,4,6-trinitrotoluene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
848,-3.48,2.9,113.45,"2,3-dichloronitrobenzene",O=[N+]([O-])c1cccc(Cl)c1Cl
849,-3.0,2.08,115.313,"2,6-dinitrotoluene",Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
851,-2.82,2.08,115.313,"2,4-dinitrotoluene",Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
853,-2.33,2.41,99.602,2-nitrotoluene,Cc1ccccc1[N+](=O)[O-]
854,-2.55,2.34,100.284,o-chloronitrobenzene,O=[N+]([O-])c1ccccc1Cl
855,-3.1,1.84,102.829,"1,2-dinitrobenzene",O=[N+]([O-])c1ccccc1[N+](=O)[O-]
856,-1.96,1.83,96.844,2-nitroaniline,Nc1ccccc1[N+](=O)[O-]
857,-1.91,1.0,122.4,2-nitroacetanilide,CC(=O)Nc1ccccc1[N+](=O)[O-]
858,-1.96,1.73,103.909,2-nitroanisole,COc1ccccc1[N+](=O)[O-]
859,-1.74,1.71,91.425,2-nitrophenol,O=[N+]([O-])c1ccccc1O
863,-3.2,3.16,113.45,"3,4-dichloronitrobenzene",O=[N+]([O-])c1ccc(Cl)c(Cl)c1
866,-2.89,1.22,118.54,"1,3,5-trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
867,-2.44,2.41,99.602,3-nitrotoluene,Cc1cccc([N+](=O)[O-])c1
868,-2.77,2.64,100.284,m-chloronitrobenzene ,O=[N+]([O-])c1cccc(Cl)c1
869,-1.68,1.82,104.497,3-nitrobenzoic acid,O=C(O)c1cccc([N+](=O)[O-])c1
870,-2.29,1.62,102.829,"1,3-dinitrobenzene",O=[N+]([O-])c1cccc([N+](=O)[O-])c1
871,-2.19,1.37,96.844,3-nitroaniline,Nc1cccc([N+](=O)[O-])c1
872,-1.01,1.93,91.425,3-nitrophenol,O=[N+]([O-])c1cccc(O)c1
873,-2.49,2.41,99.602,4-nitrotoluene,Cc1ccc([N+](=O)[O-])cc1
875,-2.92,2.6,100.284,p-chloronitrobenzene,O=[N+]([O-])c1ccc(Cl)cc1
876,-2.8,1.89,104.497,4-nitrobenzoic acid,O=C(O)c1ccc([N+](=O)[O-])cc1
877,-3.39,1.37,102.829,"1,4-dinitrobenzene",O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
878,-2.37,1.39,96.844,4-nitroaniline,Nc1ccc([N+](=O)[O-])cc1
879,-2.69,1.66,122.4,4-nitroacetanilide,CC(=O)Nc1ccc([N+](=O)[O-])cc1
881,-2.41,2.03,103.909,4-nitroanisole,COc1ccc([N+](=O)[O-])cc1
882,-0.74,1.57,91.425,4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1
885,-1.8,1.95,87.118,nitrobenzene,O=[N+]([O-])c1ccccc1
886,-2.28,-1.13,85.334,5-nitrobarbituric acid,O=C1NC(=O)C([N+](=O)[O-])C(=O)N1
888,-1.26,-0.0133,108.47,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO
889,-2.19,0.28,89.911,nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1
890,-3.38,-0.4,136.90200000000002,nitrofurantoin,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
891,-3.22,0.91,130.061,niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1
892,-2.0,3.09,72.946,chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl
893,-0.8,0.87,58.416,1-nitropropane,CCC[N+](=O)[O-]
894,-0.22,0.34,45.932,nitroethane,CC[N+](=O)[O-]
895,0.26,-0.2,33.448,nitromethane,C[N+](=O)[O-]
896,-0.62,0.68,58.416,2-nitropropane,CC(C)[N+](=O)[O-]
897,-1.37,-1.31,58.907,nitroguanidine,N=C(N)N[N+](=O)[O-]
898,-2.63,0.9,115.243,isosorbide dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
899,-2.22,2.32,102.759,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
900,-4.61,2.8,166.649,"2-Phenyl-3,1-benzoxazin-4-one",O=c1nc(-c2ccccc2)oc2ccccc12
901,-4.61,2.8,166.649,bentranil,O=c1oc(-c2ccccc2)nc2ccccc12
902,-2.16,0.15,87.447,1H-indazole,C1=NN=c2ccccc2=1
903,0.59,-1.24,61.00899999999999,4(3H)-Pyrimidonep,O=C1CC=NC=N1
908,-2.38,1.07,97.599,phthalonitrile,N#Cc1ccccc1C#N
909,-1.0,1.65,84.50299999999999,benzonitrile,N#Cc1ccccc1
910,0.28,0.0842,43.317,propionitrile,CCC#N
911,-0.96,0.92,67.62899999999999,3-pentenenitrile,CC=CCC#N
912,0.26,-0.45,30.833,acetonitrile,CC#N
913,0.15,0.19,42.661,acrylonitrile,C=CC#N
916,-3.12,4.84,164.787,tributylamine,CCCCN(CCCC)CCCC
917,-2.28,3.25,127.335,tripropylamine,CCCN(CCC)CCC
922,-1.4,2.36,183.142,procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1
925,-0.73,0.81,139.683,N-phenyldiethanolamine,OCCN(CCO)c1ccccc1
927,-3.03,3.39,131.069,"N,N-diethylaniline",CCN(CC)c1ccccc1
928,-0.14,1.66,89.883,triethylamine,CCN(CC)CC
929,-1.76,2.36,191.319,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C
931,-0.95,1.07,119.173,N-methylacetanilide,CC(=O)N(C)c1ccccc1
933,-2.36,2.01,158.174,aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1
934,-1.92,2.33,106.101,"N,N-dimethylaniline",CN(C)c1ccccc1
935,-2.24,2.79,161.186,dimethirimol,CCCCc1c(C)nc(N(C)C)nc1O
936,-1.95,1.7,171.5,pirimicarb,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
937,-3.36,2.42,158.026,altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1
938,0.84,0.0628,52.431,trimethylamine,CN(C)C
939,-2.34,0.86,164.18099999999995,formetanate,CNC(=O)Oc1cccc(N=CN(C)C)c1
940,1.11,-0.75,65.503,"N,N-dimethylacetamide",CC(=O)N(C)C
941,-2.98,2.63,197.811,diphenamid,CN(C)C(=O)C(c1ccccc1)c1ccccc1
942,0.94,0.19,87.713,tetramethylurea,CN(C)C(=O)N(C)C
944,-3.54,2.32,166.351,isoproturon,CC(C)c1ccc(NC(=O)N(C)C)cc1
946,-1.6,0.98,128.899,fenuron,CN(C)C(=O)Nc1ccccc1
947,-0.85,1.27,150.34799999999996,dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
950,-6.2,4.63,206.659,6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12
951,-1.92,2.17,122.975,1-naphthylamine,Nc1cccc2ccccc12
952,-4.22,2.61,158.996,1-aminoacridine,Nc1cccc2nc3ccccc3cc12
953,-2.35,2.92,131.069,"2,6-diethylaniline",CCc1cccc(CC)c1N
954,-0.85,1.4,93.617,2-methylaniline,Cc1ccccc1N
955,-1.52,1.21,98.512,2-aminobenzoic acid,Nc1ccccc1C(=O)O
956,-0.42,0.0525,90.859,"1,2-benzenediamine",Nc1ccccc1N
957,-0.72,0.44,85.44,2-aminophenol,Nc1ccccc1O
958,-5.17,3.4,164.817,2-aminoanthracene,Nc1ccc2cc3ccccc3cc2c1
959,-0.85,1.4,93.617,3-methylaniline,Cc1cccc(N)c1
960,-1.28,0.69,106.689,m-aminoacetophenone,CC(=O)c1cccc(N)c1
961,-2.7,1.56,157.013,benzidine,Nc1ccc(-c2ccc(N)cc2)cc1
962,-2.3,1.64,169.497,di-(p-aminophenyl)methane,Nc1ccc(Cc2ccc(N)cc2)cc1
963,-1.21,1.4,93.617,4-methylaniline,Cc1ccc(N)cc1
964,-2.63,0.94,119.173,p-aminopropiophenone,CCC(=O)c1ccc(N)cc1
965,-1.61,0.41,106.689,p-aminoacetophenone,CC(=O)c1ccc(N)cc1
966,-5.4,5.13,198.384,octyl-4-aminobenzoate,CCCCCCCCOC(=O)c1ccc(N)cc1
967,-4.6,4.6,185.9,heptyl-4-aminobenzoate,CCCCCCCOC(=O)c1ccc(N)cc1
968,-3.95,4.07,173.416,hexyl-4-aminobenzoate,CCCCCCOC(=O)c1ccc(N)cc1
969,-3.26,3.54,160.93200000000004,pentyl-4-aminobenzoate,CCCCCOC(=O)c1ccc(N)cc1
970,-3.08,3.01,148.44799999999995,butamben,CCCCOC(=O)c1ccc(N)cc1
971,-2.33,2.48,135.964,propyl-p-aminobenzoate,CCCOC(=O)c1ccc(N)cc1
972,-2.62,1.95,123.48,benzocaine,CCOC(=O)c1ccc(N)cc1
973,-1.59,1.41,110.996,methyl-4-aminobenzoate,COC(=O)c1ccc(N)cc1
974,-0.4,0.83,98.512,4-aminobenzoic acid,Nc1ccc(C(=O)O)cc1
975,-0.38,-0.68,90.859,"1,4-benzenediamine",Nc1ccc(N)cc1
976,-0.8,-0.29,85.44,4-aminophenol,Nc1ccc(O)cc1
977,-0.41,0.94,81.133,aniline,Nc1ccccc1
982,-1.28,0.39,94.459,"2,6-dimethyl-4-pyrimidinamine",Cc1cc(N)nc(C)n1
983,-1.53,1.09,93.617,benzylamine,NCc1ccccc1
984,-1.12,0.72,110.408,Tyramine,NCCc1ccc(O)cc1
985,-2.7,2.55,157.19799999999995,11-Aminoundecanoic acid,NCCCCCCCCCCC(=O)O
986,-2.75,3.06,114.851,n-octylamine,CCCCCCCCN
987,-1.85,2.52,102.367,heptylamine,CCCCCCCN
988,-1.1,1.99,89.883,hexylamine,CCCCCCN
989,-1.71,2.87,114.851,2-ethylhexylamine,CCCCC(CC)CN
990,-0.48,0.46,110.408,phenylethanolamine,NCC(O)c1ccccc1
991,-1.6,-0.22,132.094,levodopa,NC(Cc1ccc(O)c(O)c1)C(=O)O
992,-2.57,0.38,127.787,L-tyrosine,NC(Cc1ccc(O)cc1)C(=O)O
993,-1.23,1.11,123.48,L-tryptophan,NC(Cc1ccccc1)C(=O)O
994,-0.55,-1.67,92.608,glutamine,NC(=O)CCC(N)C(=O)O
995,0.31,-0.15,69.81,alpha-Aminobutyric acid,CCC(N)C(=O)O
