,Expt,ClogP,Polarizability,Name,smiles
522,-1.6,1.76,69.03699999999999,"1,2-dichloropropane",CC(Cl)CCl
523,-1.41,1.85,55.871,2-chloropropane,CC(C)Cl
524,-2.7,2.11,81.521,"2,3-dichlorobutane",CC(Cl)C(C)Cl
526,-2.4,2.6,81.521,"1,1-dichlorobutane",CCCC(Cl)Cl
527,-1.48,1.68,69.719,"1,1,2-trichloroethane",ClCC(Cl)Cl
529,-1.29,1.53,56.553,"1,1-dichloroethane",CC(Cl)Cl
532,-1.74,2.17,82.885,"1,1,2,2-tetrachloroethane",ClC(Cl)C(Cl)Cl
533,-1.17,1.76,57.235,chloroform,ClC(Cl)Cl
534,-1.62,1.98,140.459,"N,N-diallyldichloroacetamide",C=CCN(CC=C)C(=O)C(Cl)Cl
537,-1.3,1.74,55.897,"1,2-dichloroethylene",ClC=CCl
538,-1.3,1.74,55.897,"1,2-dichloroethylene",ClC=CCl
541,-2.6,1.36,107.851,"1,3-dichloro-5,5-dimethylhydantoin",CC1(C)C(=O)N(Cl)C(=O)N1Cl
544,-2.38,2.46,73.175,"1,2,4,5-tetrafluorobenzene",Fc1cc(F)c(F)cc1F
545,-2.31,2.43,73.175,"1,2,3,5-tetrafluorobenzene",Fc1cc(F)c(F)c(F)c1
547,-4.49,4.12,180.35,flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
560,-2.0,2.36,72.291,m-difluorobenzene,Fc1cccc(F)c1
561,-2.54,2.54,97.499,p-fluorobenzyl chloride,Fc1ccc(CCl)cc1
563,-1.97,2.39,72.291,p-difluorobenzene,Fc1ccc(F)cc1
564,-1.78,1.47,107.131,4-fluoroacetanilide,CC(=O)Nc1ccc(F)cc1
565,-1.8,2.27,71.84899999999998,fluorobenzene,Fc1ccccc1
566,-1.07,-0.78,68.821,5-fluorouracil,O=c1[nH]cc(F)c(=O)[nH]1
567,-0.97,-1.78,74.24,flucytosine,Nc1nc(=O)[nH]cc1F
568,-3.04,3.19,71.045,"1,1,2-trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl
569,-3.12,2.82,58.32100000000001,"1,2-dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl
572,-1.6,2.87,102.596,Trifluoro-o-toluic acid,O=C(O)c1ccccc1C(F)(F)F
581,-1.47,2.39,94.943,3-trifluoromethylaniline,Nc1cccc(C(F)(F)F)c1
584,-3.43,2.36,142.709,fluometuron,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
585,-2.51,2.79,85.21700000000001,benzyltrifluoride,FC(F)(F)c1ccccc1
586,0.3,0.66,48.338,"1,1,1-trifluoro-2-propanol",CC(O)C(F)(F)F
599,-3.54,4.1,119.688,o-chloroiodobenzene,Clc1ccccc1I
601,-2.73,2.16,123.901,o-Iodobenzoic acid,O=C(O)c1ccccc1I
602,-3.55,3.39,119.688,m-chloroiodobenzene,Clc1cccc(I)c1
603,-3.27,3.11,123.901,m-Iodobenzoic acid,O=C(O)c1cccc(I)c1
605,-4.03,3.77,119.688,p-chloroiodobenzene,Clc1ccc(I)cc1
606,-3.13,3.23,106.964,1-fluoro-4-iodobenzene,Fc1ccc(I)cc1
608,-2.78,3.25,106.522,iodobenzene,Ic1ccccc1
611,-4.81,4.68,127.756,1-iodoheptane,CCCCCCCI
612,-2.96,3.09,90.304,1-iodobutane,CCCCI
613,-2.29,2.56,77.82,1-iodopropane,CCCI
614,-0.43,1.04,82.715,beta-Iodopropionic acid,O=C(O)CCI
615,-1.6,2.03,65.336,iodoethane,CCI
617,-1.0,1.5,52.852,iodomethane,CI
618,-2.09,2.38,77.82,2-iodopropane,CC(C)I
622,-1.99,-3.47,148.888,minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
623,-2.68,2.51,143.44899999999996,"1,7-phenantroline",c1cnc2c(c1)ccc1ncccc12
624,-3.97,2.7,168.417,"4,7-dimethyl-1,10-phenanthroline",Cc1ccnc2c1ccc1c(C)ccnc12
625,-2.78,3.31,149.27,phenanthridine,c1ccc2c(c1)cnc1ccccc12
626,-3.36,3.31,149.27,benzo(f)quinoline,c1ccc2c(c1)ccc1ncccc12
629,-1.94,3.0,132.39600000000002,"2,4-dimethylquinoline",Cc1cc(C)c2ccccc2n1
630,-1.2,2.91,124.219,4-hydroxy-2-methylquinoline,Cc1cc(O)c2ccccc2n1
631,-2.54,1.45,111.735,5-hydroxyquinoline,Oc1cccc2ncccc12
633,-3.67,3.4,149.27,acridine,c1ccc2nc3ccccc3cc2c1
635,-2.16,1.8,111.735,6-hydroxyquinoline,Oc1ccc2ncccc2c1
637,-1.94,3.0,132.39600000000002,"2,7-dimethylquinoline",Cc1ccc2ccc(C)nc2c1
639,-2.42,1.87,111.735,8-quinolinol,Oc1cccc2cccnc12
640,-1.3,2.08,107.428,quinoline,c1ccc2ncccc2c1
644,-3.68,2.66,182.852,RTI 9,CCN1C(=O)c2ccccc2Oc2ccccc21
645,-3.67,0.73,164.547,RTI 10,CN1C(=O)c2cccnc2Oc2ccccc21
646,-2.68,2.53,143.44899999999996,"1,7-phenantroline",c1ccc2c(c1)ccc1nccnc12
658,-0.02,-0.6,122.973,ecgonine,CN1C2CCC1C(C(=O)O)C(O)C2
661,0.06,-0.8,102.449,7-methylpteridine,Cc1cnc2cncnc2n1
662,-0.91,-0.36,106.756,7-methoxypteridine,COc1cnc2cncnc2n1
669,-0.12,-1.01,102.449,4-methylpteridine,Cc1ncc2nccnc2n1
670,-1.11,-0.56,106.756,4-methoxypteridine,COc1ncc2nccnc2n1
671,-1.95,-1.14,94.272,2-hydroxypteridine,Oc1ncc2nccnc2n1
672,0.02,-1.26,89.965,pteridine,c1cnc2ncncc2n1
673,-0.47,-0.8,102.449,2-methylpteridine,Cc1ncnc2nccnc12
674,-1.11,0.14,106.756,2-methoxypteridine,COc1ncnc2nccnc12
675,0.06,-0.8,102.449,7-methylpteridine,Cc1cnc2ncncc2n1
676,-1.14,-0.36,106.756,7-methoxypteridine,COc1cnc2ncncc2n1
679,-1.39,-0.17,114.782,theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O
682,0.38,1.65,90.554,"2,3-dimethylpyridine",Cc1cccnc1C
683,0.38,1.65,90.554,"2,4-dimethylpyridine",Cc1ccnc(C)c1
684,0.4,1.65,90.554,"2,5-dimethylpyridine",Cc1ccc(C)nc1
685,0.45,1.65,90.554,"2,6-dimethylpyridine",Cc1cccc(C)n1
686,-1.42,1.28,125.919,"2,2´-bipyridine",c1ccc(-c2ccccn2)nc1
687,0.51,1.72,90.554,2-ethyl pyridine,CCc1ccccn1
688,1.02,-0.64,69.893,2-hydroxypyridine,Oc1ccccn1
691,-1.89,2.35,191.602,meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
692,1.0,-0.4,71.205,N-methylpyrrolidone,CN1CCCC1=O
694,0.23,1.32,83.101,N-methylpiperidine,CN1CCCCC1
697,-0.17,0.41,77.868,N-nitrosopiperidine,O=NN1CCCCC1
698,-2.07,-1.83,144.61,vasicinone,OC1CCN2C1=Nc1ccccc1C2O
699,0.81,1.28,112.308,arecoline,COC(=O)C1=CCCN(C)C1
701,-2.15,-0.72,128.697,Isocarbamid,CC(C)CNC(=O)N1CCNC1=O
703,1.0,-0.33,74.92399999999998,N-methylmorpholine,CN1CCOCC1
704,0.72,-3.25,85.685,betaine,C[N+](C)(C)CC(=O)O
705,-1.45,1.96,107.428,isoquinoline,c1ccc2cnccc2c1
706,-1.89,3.21,184.837,sparteine,C1CCN2CC3CC(CN4CCCCC34)C2C1
707,0.36,1.65,90.554,"3,4-dimethylpyridine",Cc1ccncc1C
708,0.38,1.65,90.554,"3,5-dimethylpyridine",Cc1cncc(C)c1
709,0.96,-0.46,82.37700000000002,3-pyridinemethanol,OCc1cccnc1
710,-0.46,0.88,95.449,methyl nicotinate,COC(=O)c1cccnc1
711,-0.84,0.15,82.965,nicotinic acid,O=C(O)c1cccnc1
712,-0.46,0.64,69.893,3-hydroxypyridine,Oc1cccnc1
713,0.79,0.72,130.95,nicotine,CN1CCCC1c1cccnc1
714,-1.55,2.04,197.021,"d,l-mepivacaine",Cc1cccc(C)c1NC(=O)C1CCCCN1C
718,-1.54,1.2,125.919,"4,4´-bipyridine",c1cc(-c2ccncc2)ccn1
719,1.02,-1.3,69.893,4-hydroxypyridine,Oc1ccncc1
720,0.76,0.73,65.586,pyridine,c1ccncc1
722,-0.97,-0.13,127.266,caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O
723,-2.52,-0.72,114.782,theobromine,Cn1cnc2c1c(=O)[nH]c(=O)n2C
725,-4.74,3.26,184.469,etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1
727,1.1,-0.33,59.765,pyrimidine,c1cncnc1
728,-1.16,1.59,87.42299999999999,benzoxazole,c1ccc2ocnc2c1
729,-3.37,1.0,160.745,nalidixic acid,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
730,0.96,-0.23,82.37700000000002,N-methyl-2-pyridone,Cn1ccccc1=O
731,-0.8,-1.2,80.863,1-methyluracil,Cn1ccc(=O)[nH]c1=O
733,-4.59,2.86,167.171,lenacil,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2
734,-1.56,-0.62,106.605,1-methyluric acid,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O
735,-2.23,1.18,132.043,metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
736,-2.74,1.59,162.05700000000004,hexabarital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
739,-4.97,3.72,140.505,carbazole,c1ccc2c(c1)[nH]c1ccccc12
740,-2.57,2.26,158.325,etryptamine,CCC(N)Cc1c[nH]c2ccccc12
741,-1.23,1.04,150.736,tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O
742,-2.07,1.43,128.526,indole-3-acetic acid,O=C(O)Cc1c[nH]c2ccccc12
743,-2.42,2.6,111.147,3-methylindole,Cc1c[nH]c2ccccc12
744,-1.52,2.14,98.663,indole,c1ccc2[nH]ccc2c1
745,-2.14,1.26,111.735,2-(1H)quinolinone,O=c1ccc2ccccc2[nH]1
746,-2.12,-0.0256,90.926,adenine,Nc1ncnc2[nH]cnc12
747,-3.93,-1.08,94.121,uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
748,-2.61,1.15,100.495,phthalimide,O=C1NC(=O)c2ccccc21
750,-2.93,0.14,101.151,phthalamide,O=C1NC(=O)C2C=CC=CC12
751,-2.34,2.7,162.915,2-ethyl-2-phenylgluterimide,CCC1(c2ccccc2)CCC(=O)NC1=O
752,0.3,-1.18,59.309,succinimide,O=C1CCC(=O)N1
762,0.36,0.14,140.959,cytisine,O=c1cccc2n1CC1CNCC2C1
763,-1.04,1.63,99.319,indoline,c1ccc2c(c1)CCN2
764,1.07,-1.45,58.721,pyrrolidone,O=C1CCCN1
765,1.15,0.37,58.133,pyrrolidine,C1CCNC1
766,1.07,0.93,70.617,piperidine,C1CCNCC1
767,1.07,-1.17,67.859,piperazine,C1CNCCN1
769,1.06,-1.08,62.44,morpholine,C1COCCN1
770,-0.4,-1.69,56.551,hydantoin,O=C1CNC(=O)N1
771,-0.83,-2.56,69.035,"2,5-Piperazinedione",O=C1CNC(=O)CN1
772,-2.64,0.4,160.157,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O
773,-1.5,2.49,108.069,2-propylpiperidine,CCCC1CCCCN1
774,-1.5,1.96,95.585,coniine,CCC1CCCCN1
775,-0.45,0.45,108.657,pelletierine,CC(=O)CC1CCCCN1
776,0.74,-0.68,80.343,2-methylpiperazine,CC1CNCCN1
777,0.49,-0.19,92.827,"trans-2,5-dimethylpiperazine",CC1CNC(C)CN1
778,-0.17,0.75,56.82100000000001,pyrrole,c1cc[nH]c1
780,-0.06,-0.67,81.51899999999998,5-ethylhydantoin,CCC1NC(=O)NC1=O
781,-1.6,-2.89,89.075,allantoin,NC(=O)NC1NC(=O)NC1=O
782,-1.39,-0.17,114.782,theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O
783,-2.29,-1.19,85.507,hypoxanthine,O=c1[nH]cnc2nc[nH]c12
784,-3.58,-0.98,95.233,guanine,Nc1nc2[nH]cnc2c(=O)[nH]1
785,-2.12,-0.0256,90.926,adenine,Nc1ncnc2nc[nH]c12
786,-3.4,-2.14,95.233,isoguanine,Nc1nc(O)nc2nc[nH]c12
787,-0.53,-1.27,103.073,histidine,NC(Cc1c[nH]cn1)C(=O)O
788,-1.96,0.00921,92.691,urocanic acid,O=C(O)C=Cc1c[nH]cn1
789,-1.96,0.00921,92.691,urocanic acid,O=C(O)C=Cc1c[nH]cn1
790,-1.52,-0.12,80.863,5-methyluracil,Cc1c[nH]c(=O)[nH]c1=O
791,-1.46,-1.12,86.28200000000002,5-methylcytosine,Cc1c[nH]c(=O)nc1N
792,-2.29,-1.19,85.507,hypoxanthine,O=c1[nH]cnc2nc[nH]c12
793,0.59,-1.38,64.072,3H-pyrimidin-4-one,O=c1ccnc[nH]1
794,-1.48,-0.71,68.37899999999999,uracil,O=c1cc[nH]c(=O)[nH]1
795,-1.14,-1.71,73.798,cytosine,Nc1cc[nH]c(=O)n1
798,-1.96,1.57,105.326,2-methylbenzimidazole,Cc1nc2ccccc2[nH]1
799,-0.4,-1.99,57.139,parabanic acid,O=C1NC(=O)C(=O)N1
800,-1.89,-1.07,87.809,cyclopropyl-5-spirobarbituric acid,O=C1NC(=O)C2(CC2)C(=O)N1
801,-1.65,-0.5,100.293,cyclobutyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCC2)C(=O)N1
802,-2.35,0.0602,112.777,cyclopentyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCC2)C(=O)N1
803,-3.06,0.62,125.261,cyclohexyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCC2)C(=O)N1
804,-3.17,1.19,137.745,cycloheptyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
805,-2.98,1.75,150.22899999999996,cyclooctyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
806,-1.64,1.71,144.52700000000004,5-butyl-5-ethylbarbituric acid,CCCCC1(CC)C(=O)NC(=O)NC1=O
807,-2.57,2.05,157.011,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
808,-2.32,1.67,160.745,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
811,-2.17,1.62,162.05700000000004,cyclobarbital,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
813,-1.39,0.64,119.559,barbital,CCC1(CC)C(=O)NC(=O)NC1=O
814,-2.25,1.84,156.355,5-(3-Methyl-2-butenyl)-5-ethylbarbital,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O
815,-1.61,0.77,131.387,5-allyl-5-ethylbarbital,C=CCC1(CC)C(=O)NC(=O)NC1=O
816,-1.23,0.11,107.075,5-methyl-5-ethylbarbituric acid,CCC1(C)C(=O)NC(=O)NC1=O
817,-2.18,1.69,172.57299999999995,phenallymal,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
818,-2.06,1.11,143.215,allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
819,-1.16,0.24,118.903,5-allyl-5-methylbarbital,C=CCC1(C)C(=O)NC(=O)NC1=O
820,-1.74,-0.42,94.591,"5,5-dimethylbarbituric acid",CC1(C)C(=O)NC(=O)NC1=O
821,-2.52,2.05,157.011,pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
822,-2.36,2.18,168.83900000000003,secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
823,-2.39,1.52,144.52700000000004,butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
824,-2.02,1.65,156.355,talbutal,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
825,-2.21,0.99,132.043,probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O
826,-2.59,2.19,168.83900000000003,5-(3-methyl-2-butenyl)-5-isoprbarbital,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O
827,-1.71,1.11,143.871,aprobarbital,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
828,-2.77,1.34,144.52700000000004,"5,5-diisopropylbarbital",CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O
830,-1.25,-1.84,70.211,alloxan,O=C1NC(=O)C(=O)C(=O)N1
831,-3.03,2.2,161.186,ethirimol,CCCCc1c(C)nc(NCC)[nH]c1=O
832,-1.26,-0.12,80.863,6-methyluracil,Cc1cc(=O)[nH]c(=O)[nH]1
833,-1.93,-0.93,85.758,orotic acid,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
834,-2.16,1.82,92.842,indazole,c1ccc2[nH]ncc2c1
835,-2.38,-1.33,85.507,allopurinol,Oc1ncnc2[nH]ncc12
836,-2.27,-0.48,85.507,allopurin,O=c1[nH]cnc2[nH]ncc12
837,0.52,-0.87,54.905,amitrole,Nc1nc[nH]n1
838,-0.78,1.34,87.021,benzotriazole,c1ccc2[nH]nnc2c1
843,-2.09,2.16,181.711,pyrolan,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1
844,0.71,0.27,146.429,antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C
845,-0.63,0.76,181.123,aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
846,-0.62,-0.4,156.155,aminophenazone,Cc1c(N)c(=O)n(-c2ccccc2)n1C
847,1.1,0.0245,59.765,pyridazine,c1ccnnc1
849,-0.07,0.66,62.372,3-hydroxy-5-methylisoxazole,Cc1cc(O)no1
850,-3.54,3.18,128.96,1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12
859,-1.46,2.2,119.62,DNOC,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
860,-3.38,3.61,157.072,dinoseb,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
861,-3.22,1.68,131.024,"2,4,6-trinitrotoluene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
863,-3.48,2.9,113.45,"2,3-dichloronitrobenzene",O=[N+]([O-])c1cccc(Cl)c1Cl
864,-3.0,2.08,115.313,"2,6-dinitrotoluene",Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
866,-2.82,2.08,115.313,"2,4-dinitrotoluene",Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
868,-2.33,2.41,99.602,2-nitrotoluene,Cc1ccccc1[N+](=O)[O-]
869,-2.55,2.34,100.284,o-chloronitrobenzene,O=[N+]([O-])c1ccccc1Cl
870,-3.1,1.84,102.829,"1,2-dinitrobenzene",O=[N+]([O-])c1ccccc1[N+](=O)[O-]
871,-1.96,1.83,96.844,2-nitroaniline,Nc1ccccc1[N+](=O)[O-]
872,-1.91,1.0,122.4,2-nitroacetanilide,CC(=O)Nc1ccccc1[N+](=O)[O-]
873,-1.96,1.73,103.909,2-nitroanisole,COc1ccccc1[N+](=O)[O-]
874,-1.74,1.71,91.425,2-nitrophenol,O=[N+]([O-])c1ccccc1O
878,-3.2,3.16,113.45,"3,4-dichloronitrobenzene",O=[N+]([O-])c1ccc(Cl)c(Cl)c1
881,-2.89,1.22,118.54,"1,3,5-trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
882,-2.44,2.41,99.602,3-nitrotoluene,Cc1cccc([N+](=O)[O-])c1
883,-2.77,2.64,100.284,m-chloronitrobenzene ,O=[N+]([O-])c1cccc(Cl)c1
884,-1.68,1.82,104.497,3-nitrobenzoic acid,O=C(O)c1cccc([N+](=O)[O-])c1
885,-2.29,1.62,102.829,"1,3-dinitrobenzene",O=[N+]([O-])c1cccc([N+](=O)[O-])c1
886,-2.19,1.37,96.844,3-nitroaniline,Nc1cccc([N+](=O)[O-])c1
887,-1.01,1.93,91.425,3-nitrophenol,O=[N+]([O-])c1cccc(O)c1
888,-2.49,2.41,99.602,4-nitrotoluene,Cc1ccc([N+](=O)[O-])cc1
890,-2.92,2.6,100.284,p-chloronitrobenzene,O=[N+]([O-])c1ccc(Cl)cc1
891,-2.8,1.89,104.497,4-nitrobenzoic acid,O=C(O)c1ccc([N+](=O)[O-])cc1
892,-3.39,1.37,102.829,"1,4-dinitrobenzene",O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
893,-2.37,1.39,96.844,4-nitroaniline,Nc1ccc([N+](=O)[O-])cc1
894,-2.69,1.66,122.4,4-nitroacetanilide,CC(=O)Nc1ccc([N+](=O)[O-])cc1
896,-2.41,2.03,103.909,4-nitroanisole,COc1ccc([N+](=O)[O-])cc1
897,-0.74,1.57,91.425,4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1
900,-1.8,1.95,87.118,nitrobenzene,O=[N+]([O-])c1ccccc1
901,-2.28,-1.13,85.334,5-nitrobarbituric acid,O=C1NC(=O)C([N+](=O)[O-])C(=O)N1
903,-1.26,-0.0133,108.47,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO
904,-2.19,0.28,89.911,nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1
905,-3.38,-0.4,136.90200000000002,nitrofurantoin,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
906,-2.19,0.28,89.911,nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1
907,-3.22,0.91,130.061,niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1
908,-2.0,3.09,72.946,chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl
909,-0.8,0.87,58.416,1-nitropropane,CCC[N+](=O)[O-]
910,-0.22,0.34,45.932,nitroethane,CC[N+](=O)[O-]
911,0.26,-0.2,33.448,nitromethane,C[N+](=O)[O-]
912,-0.62,0.68,58.416,2-nitropropane,CC(C)[N+](=O)[O-]
913,-1.37,-1.31,58.907,nitroguanidine,N=C(N)N[N+](=O)[O-]
914,-2.63,0.9,115.243,isosorbide dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
915,-2.22,2.32,102.759,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
916,-4.61,2.8,166.649,"2-Phenyl-3,1-benzoxazin-4-one",O=c1nc(-c2ccccc2)oc2ccccc12
917,-4.61,2.8,166.649,bentranil,O=c1oc(-c2ccccc2)nc2ccccc12
918,-2.16,0.15,87.447,1H-indazole,C1=NN=c2ccccc2=1
919,-2.38,-0.48,85.507,allopurinol,O=c1[nH]cnc2[nH]ncc12
920,0.59,-1.24,61.00899999999999,4(3H)-Pyrimidonep,O=C1CC=NC=N1
925,-2.38,1.07,97.599,phthalonitrile,N#Cc1ccccc1C#N
926,-1.0,1.65,84.50299999999999,benzonitrile,N#Cc1ccccc1
927,0.28,0.0842,43.317,propionitrile,CCC#N
928,-0.96,0.92,67.62899999999999,3-pentenenitrile,CC=CCC#N
929,-0.96,0.92,67.62899999999999,3-pentenenitrile,CC=CCC#N
930,0.26,-0.45,30.833,acetonitrile,CC#N
931,0.15,0.19,42.661,acrylonitrile,C=CC#N
934,-3.12,4.84,164.787,tributylamine,CCCCN(CCCC)CCCC
935,-2.28,3.25,127.335,tripropylamine,CCCN(CCC)CCC
941,-1.4,2.36,183.142,procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1
944,-0.73,0.81,139.683,N-phenyldiethanolamine,OCCN(CCO)c1ccccc1
946,-3.03,3.39,131.069,"N,N-diethylaniline",CCN(CC)c1ccccc1
947,-0.14,1.66,89.883,triethylamine,CCN(CC)CC
948,-1.76,2.36,191.319,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C
950,-0.95,1.07,119.173,N-methylacetanilide,CC(=O)N(C)c1ccccc1
952,-2.36,2.01,158.174,aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1
953,-1.92,2.33,106.101,"N,N-dimethylaniline",CN(C)c1ccccc1
954,-2.24,2.79,161.186,dimethirimol,CCCCc1c(C)nc(N(C)C)nc1O
955,-1.95,1.7,171.5,pirimicarb,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
956,-3.36,2.42,158.026,altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1
957,0.84,0.0628,52.431,trimethylamine,CN(C)C
958,-2.34,0.86,164.18099999999995,formetanate,CNC(=O)Oc1cccc(N=CN(C)C)c1
959,-2.34,0.86,164.18099999999995,formetanate,CNC(=O)Oc1cccc(N=CN(C)C)c1
960,1.11,-0.75,65.503,"N,N-dimethylacetamide",CC(=O)N(C)C
961,-2.98,2.63,197.811,diphenamid,CN(C)C(=O)C(c1ccccc1)c1ccccc1
962,0.94,0.19,87.713,tetramethylurea,CN(C)C(=O)N(C)C
964,-3.54,2.32,166.351,isoproturon,CC(C)c1ccc(NC(=O)N(C)C)cc1
966,-1.6,0.98,128.899,fenuron,CN(C)C(=O)Nc1ccccc1
967,-0.85,1.27,150.34799999999996,dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
971,-6.2,4.63,206.659,6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12
972,-1.92,2.17,122.975,1-naphthylamine,Nc1cccc2ccccc12
973,-4.22,2.61,158.996,1-aminoacridine,Nc1cccc2nc3ccccc3cc12
974,-2.35,2.92,131.069,"2,6-diethylaniline",CCc1cccc(CC)c1N
975,-0.85,1.4,93.617,2-methylaniline,Cc1ccccc1N
976,-1.52,1.21,98.512,2-aminobenzoic acid,Nc1ccccc1C(=O)O
977,-0.42,0.0525,90.859,"1,2-benzenediamine",Nc1ccccc1N
978,-0.72,0.44,85.44,2-aminophenol,Nc1ccccc1O
979,-5.17,3.4,164.817,2-aminoanthracene,Nc1ccc2cc3ccccc3cc2c1
980,-0.85,1.4,93.617,3-methylaniline,Cc1cccc(N)c1
981,-1.28,0.69,106.689,m-aminoacetophenone,CC(=O)c1cccc(N)c1
982,-2.7,1.56,157.013,benzidine,Nc1ccc(-c2ccc(N)cc2)cc1
983,-2.3,1.64,169.497,di-(p-aminophenyl)methane,Nc1ccc(Cc2ccc(N)cc2)cc1
984,-1.21,1.4,93.617,4-methylaniline,Cc1ccc(N)cc1
985,-2.63,0.94,119.173,p-aminopropiophenone,CCC(=O)c1ccc(N)cc1
986,-1.61,0.41,106.689,p-aminoacetophenone,CC(=O)c1ccc(N)cc1
987,-5.4,5.13,198.384,octyl-4-aminobenzoate,CCCCCCCCOC(=O)c1ccc(N)cc1
988,-4.6,4.6,185.9,heptyl-4-aminobenzoate,CCCCCCCOC(=O)c1ccc(N)cc1
989,-3.95,4.07,173.416,hexyl-4-aminobenzoate,CCCCCCOC(=O)c1ccc(N)cc1
990,-3.26,3.54,160.93200000000004,pentyl-4-aminobenzoate,CCCCCOC(=O)c1ccc(N)cc1
991,-3.08,3.01,148.44799999999995,butamben,CCCCOC(=O)c1ccc(N)cc1
992,-2.33,2.48,135.964,propyl-p-aminobenzoate,CCCOC(=O)c1ccc(N)cc1
993,-2.62,1.95,123.48,benzocaine,CCOC(=O)c1ccc(N)cc1
994,-1.59,1.41,110.996,methyl-4-aminobenzoate,COC(=O)c1ccc(N)cc1
995,-0.4,0.83,98.512,4-aminobenzoic acid,Nc1ccc(C(=O)O)cc1
996,-0.38,-0.68,90.859,"1,4-benzenediamine",Nc1ccc(N)cc1
997,-0.8,-0.29,85.44,4-aminophenol,Nc1ccc(O)cc1
998,-0.41,0.94,81.133,aniline,Nc1ccccc1
1004,-1.28,0.39,94.459,"2,6-dimethyl-4-pyrimidinamine",Cc1cc(N)nc(C)n1
