Expt,ClogP,Polarizability,Name,smiles
-1.96,1.83,96.844,2-nitroaniline,Nc1ccccc1[N+](=O)[O-]
-1.91,1.0,122.4,2-nitroacetanilide,CC(=O)Nc1ccccc1[N+](=O)[O-]
-1.96,1.73,103.90899999999999,2-nitroanisole,COc1ccccc1[N+](=O)[O-]
-1.74,1.71,91.425,2-nitrophenol,O=[N+]([O-])c1ccccc1O
-3.8,1.39,212.747,nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
-3.5,2.34,213.429,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
-3.8,2.18,200.263,nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
-3.2,3.16,113.45,"3,4-dichloronitrobenzene",O=[N+]([O-])c1ccc(Cl)c(Cl)c1
-4.7,5.4,206.709,niclosamide,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
-4.31,3.46,175.10299999999998,dicaphton,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
-2.89,1.22,118.54,"1,3,5-trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
-2.44,2.41,99.602,3-nitrotoluene,Cc1cccc([N+](=O)[O-])c1
-2.77,2.64,100.28399999999999,m-chloronitrobenzene ,O=[N+]([O-])c1cccc(Cl)c1
-1.68,1.82,104.49700000000001,3-nitrobenzoic acid,O=C(O)c1cccc([N+](=O)[O-])c1
-2.29,1.62,102.829,"1,3-dinitrobenzene",O=[N+]([O-])c1cccc([N+](=O)[O-])c1
-2.19,1.37,96.844,3-nitroaniline,Nc1cccc([N+](=O)[O-])c1
-1.01,1.93,91.425,3-nitrophenol,O=[N+]([O-])c1cccc(O)c1
-2.49,2.41,99.602,4-nitrotoluene,Cc1ccc([N+](=O)[O-])cc1
-2.11,1.02,194.798,chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
-2.92,2.6,100.28399999999999,p-chloronitrobenzene,O=[N+]([O-])c1ccc(Cl)cc1
-2.8,1.89,104.49700000000001,4-nitrobenzoic acid,O=C(O)c1ccc([N+](=O)[O-])cc1
-3.39,1.37,102.829,"1,4-dinitrobenzene",O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
-2.37,1.39,96.844,4-nitroaniline,Nc1ccc([N+](=O)[O-])cc1
-2.69,1.66,122.4,4-nitroacetanilide,CC(=O)Nc1ccc([N+](=O)[O-])cc1
-5.46,4.92,183.91099999999997,nitrofen,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
-2.41,2.03,103.90899999999999,4-nitroanisole,COc1ccc([N+](=O)[O-])cc1
-0.74,1.57,91.425,4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1
-4.66,3.84,186.905,parathion,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
-3.68,2.78,161.937,parathion methyl,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
-1.8,1.95,87.118,nitrobenzene,O=[N+]([O-])c1ccccc1
-2.28,-1.13,85.334,5-nitrobarbituric acid,O=C1NC(=O)C([N+](=O)[O-])C(=O)N1
-2.81,0.91,180.63099999999997,benznidazole,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
-1.26,-0.0133,108.47,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO
-2.19,0.28,89.911,nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1
-3.38,-0.4,136.90200000000002,nitrofurantoin,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
-2.19,0.28,89.911,nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1
-3.22,0.91,130.061,niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1
-2.0,3.09,72.946,chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl
-0.8,0.87,58.416000000000004,1-nitropropane,CCC[N+](=O)[O-]
-0.22,0.34,45.931999999999995,nitroethane,CC[N+](=O)[O-]
0.26,-0.2,33.448,nitromethane,C[N+](=O)[O-]
-0.62,0.68,58.416000000000004,2-nitropropane,CC(C)[N+](=O)[O-]
-1.37,-1.31,58.907,nitroguanidine,N=C(N)N[N+](=O)[O-]
-2.63,0.9,115.243,isosorbide dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
-2.22,2.32,102.759,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
-4.61,2.8,166.649,"2-Phenyl-3,1-benzoxazin-4-one",O=c1nc(-c2ccccc2)oc2ccccc12
-4.61,2.8,166.649,bentranil,O=c1oc(-c2ccccc2)nc2ccccc12
-2.16,0.15,87.447,1H-indazole,C1=NN=c2ccccc2=1
-2.38,-0.48,85.507,allopurinol,O=c1[nH]cnc2[nH]ncc12
0.59,-1.24,61.00899999999999,4(3H)-Pyrimidonep,O=C1CC=NC=N1
-3.12,-1.47,292.244,tetracycline,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
-1.42,-0.45,265.139,rolitetracycline,CN(C)C1C(O)=CC(=O)C2(O)C(O)=C3C(=O)c4ccccc4C(C)(O)C3CC12
-3.14,-1.5,296.551,oxytetracycline,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12
-2.87,-0.54,292.244,doxycycline,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21
-2.38,1.07,97.59899999999999,phthalonitrile,N#Cc1ccccc1C#N
-1.0,1.65,84.50299999999999,benzonitrile,N#Cc1ccccc1
0.28,0.0842,43.317,propionitrile,CCC#N
-0.96,0.92,67.62899999999999,3-pentenenitrile,CC=CCC#N
-0.96,0.92,67.62899999999999,3-pentenenitrile,CC=CCC#N
0.26,-0.45,30.833000000000002,acetonitrile,CC#N
0.15,0.19,42.661,acrylonitrile,C=CC#N
-0.77,-0.36,280.608,amygdalin,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1
-6.03,5.48,265.433,fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
-3.12,4.84,164.787,tributylamine,CCCCN(CCCC)CCCC
-2.28,3.25,127.335,tripropylamine,CCCN(CCC)CCC
-4.46,4.92,239.72099999999998,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21
-3.4,3.86,231.544,doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21
-3.4,3.86,231.544,doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21
-2.64,2.84,213.612,tripelenamine,CN(C)CCN(Cc1ccccc1)c1ccccn1
-3.7,3.87,269.099,dibucaine,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
-1.4,2.36,183.142,procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1
-3.84,4.81,227.65900000000002,stadacaine,CCCCOc1ccc(C(=O)OCCN(CC)CC)cc1
-2.71,3.75,202.69099999999997,parethoxycaine,CCOc1ccc(C(=O)OCCN(CC)CC)cc1
-0.73,0.81,139.683,N-phenyldiethanolamine,OCCN(CCO)c1ccccc1
-3.84,5.36,227.65900000000002,stadacaine,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1
-3.03,3.39,131.069,"N,N-diethylaniline",CCN(CC)c1ccccc1
-0.14,1.66,89.883,triethylamine,CCN(CC)CC
-1.76,2.36,191.31900000000002,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C
-3.57,3.24,215.25799999999998,Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
-0.95,1.07,119.17299999999999,N-methylacetanilide,CC(=O)N(C)c1ccccc1
-3.35,3.01,220.021,methyldymron,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1
-2.36,2.01,158.174,aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1
-1.92,2.33,106.101,"N,N-dimethylaniline",CN(C)c1ccccc1
-2.24,2.79,161.186,dimethirimol,CCCCc1c(C)nc(N(C)C)nc1O
-1.95,1.7,171.5,pirimicarb,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
-3.36,2.42,158.026,altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1
0.84,0.0628,52.431000000000004,trimethylamine,CN(C)C
-2.34,0.86,164.18099999999998,formetanate,CNC(=O)Oc1cccc(N=CN(C)C)c1
-2.34,0.86,164.18099999999998,formetanate,CNC(=O)Oc1cccc(N=CN(C)C)c1
1.11,-0.75,65.503,"N,N-dimethylacetamide",CC(=O)N(C)C
-2.98,2.63,197.81099999999998,diphenamid,CN(C)C(=O)C(c1ccccc1)c1ccccc1
0.94,0.19,87.713,tetramethylurea,CN(C)C(=O)N(C)C
-2.93,1.66,205.94,kasugamycin,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
-3.54,2.32,166.351,isoproturon,CC(C)c1ccc(NC(=O)N(C)C)cc1
-4.16,2.02,216.15099999999998,difenoxuron,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1
-1.6,0.98,128.899,fenuron,CN(C)C(=O)Nc1ccccc1
-0.85,1.27,150.34799999999998,dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
-5.47,5.64,246.68900000000002,amitraz,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1
-5.47,5.64,246.68900000000002,amitraz,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1
-1.6,2.15,203.27900000000002,metalaxyl,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
-6.2,4.63,206.65900000000002,6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12
-1.92,2.17,122.975,1-naphthylamine,Nc1cccc2ccccc12
-4.22,2.61,158.996,1-aminoacridine,Nc1cccc2nc3ccccc3cc12
-2.35,2.92,131.069,"2,6-diethylaniline",CCc1cccc(CC)c1N
-0.85,1.4,93.617,2-methylaniline,Cc1ccccc1N
-1.52,1.21,98.512,2-aminobenzoic acid,Nc1ccccc1C(=O)O
-0.42,0.0525,90.859,"1,2-benzenediamine",Nc1ccccc1N
-0.72,0.44,85.44,2-aminophenol,Nc1ccccc1O
-5.17,3.4,164.817,2-aminoanthracene,Nc1ccc2cc3ccccc3cc2c1
-0.85,1.4,93.617,3-methylaniline,Cc1cccc(N)c1
-1.28,0.69,106.689,m-aminoacetophenone,CC(=O)c1cccc(N)c1
-2.7,1.56,157.013,benzidine,Nc1ccc(-c2ccc(N)cc2)cc1
-2.3,1.64,169.497,di-(p-aminophenyl)methane,Nc1ccc(Cc2ccc(N)cc2)cc1
-1.21,1.4,93.617,4-methylaniline,Cc1ccc(N)cc1
-2.63,0.94,119.17299999999999,p-aminopropiophenone,CCC(=O)c1ccc(N)cc1
-1.61,0.41,106.689,p-aminoacetophenone,CC(=O)c1ccc(N)cc1
-5.4,5.13,198.38400000000001,octyl-4-aminobenzoate,CCCCCCCCOC(=O)c1ccc(N)cc1
-4.6,4.6,185.9,heptyl-4-aminobenzoate,CCCCCCCOC(=O)c1ccc(N)cc1
-3.95,4.07,173.416,hexyl-4-aminobenzoate,CCCCCCOC(=O)c1ccc(N)cc1
-3.26,3.54,160.93200000000002,pentyl-4-aminobenzoate,CCCCCOC(=O)c1ccc(N)cc1
-3.08,3.01,148.44799999999998,butamben,CCCCOC(=O)c1ccc(N)cc1
-2.33,2.48,135.964,propyl-p-aminobenzoate,CCCOC(=O)c1ccc(N)cc1
-2.62,1.95,123.48,benzocaine,CCOC(=O)c1ccc(N)cc1
-1.59,1.41,110.99600000000001,methyl-4-aminobenzoate,COC(=O)c1ccc(N)cc1
-0.4,0.83,98.512,4-aminobenzoic acid,Nc1ccc(C(=O)O)cc1
-0.38,-0.68,90.859,"1,4-benzenediamine",Nc1ccc(N)cc1
-0.8,-0.29,85.44,4-aminophenol,Nc1ccc(O)cc1
-0.41,0.94,81.133,aniline,Nc1ccccc1
-3.21,0.96,445.096,pimaricin,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
-3.21,0.96,445.096,pimaricin,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
-2.4,1.34,185.297,triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
-2.1,0.46,237.503,tetroxoprim,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC
-2.86,0.79,208.22799999999998,trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
-1.28,0.39,94.459,"2,6-dimethyl-4-pyrimidinamine",Cc1cc(N)nc(C)n1
-2.12,-0.14800000000000002,90.926,purin-6-amine,Nc1ncnc2nc[nH]c12
-1.53,1.09,93.617,benzylamine,NCc1ccccc1
-1.12,0.72,110.40799999999999,Tyramine,NCCc1ccc(O)cc1
-2.7,2.55,157.19799999999998,11-Aminoundecanoic acid,NCCCCCCCCCCC(=O)O
-2.75,3.06,114.851,n-octylamine,CCCCCCCCN
-1.85,2.52,102.367,heptylamine,CCCCCCCN
-1.1,1.99,89.883,hexylamine,CCCCCCN
-1.71,2.87,114.851,2-ethylhexylamine,CCCCC(CC)CN
-0.48,0.46,110.40799999999999,phenylethanolamine,NCC(O)c1ccccc1
-1.6,-0.22,132.094,levodopa,NC(Cc1ccc(O)c(O)c1)C(=O)O
-2.57,0.38,127.787,L-tyrosine,NC(Cc1ccc(O)cc1)C(=O)O
-1.23,1.11,123.48,L-tryptophan,NC(Cc1ccccc1)C(=O)O
-0.55,-1.67,92.60799999999999,glutamine,NC(=O)CCC(N)C(=O)O
0.31,-0.15,69.81,alpha-Aminobutyric acid,CCC(N)C(=O)O
-0.74,-1.51,80.124,L-asparagine,NC(=O)CC(N)C(=O)O
1.08,-0.51,69.81,beta-aminobutyric acid,CC(N)CC(=O)O
-0.09,-1.23,74.117,threonine,CC(O)C(N)C(=O)O
-0.31,-1.15,56.292,2-cyanoguanidine,N#CN=C(N)N
-2.92,-1.73,117.00299999999999,phthalamide,NC(=O)c1ccccc1C(N)=O
-1.76,1.41,98.512,salicylamide,NC(=O)c1ccccc1O
-0.96,0.74,94.205,benzamide,NC(=O)c1ccccc1
0.61,-0.11,88.384,nicotinamide,NC(=O)c1cccnc1
-0.91,-0.37,82.56299999999999,2-pyrazinecarboxamide,NC(=O)c1cnccn1
1.58,-1.23,40.535,acetamide,CC(N)=O
0.96,-0.78,52.363,acrylamide,C=CC(N)=O
0.96,-2.11,37.777,urea,NC(N)=O
0.1,0.55,82.294,o-t-butyl carbamate,CC(C)(C)OC(N)=O
-0.35,1.2,110.99600000000001,o-benzyl carbamate,NC(=O)OCc1ccccc1
-1.67,0.7,146.851,meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
-0.8,1.08,94.77799999999999,carbamic acid,CC(C)(C)COC(N)=O
-3.3,3.04,132.23,n-octyl carbamate,CCCCCCCCOC(N)=O
-2.62,2.51,119.74600000000001,n-heptyl carbamate,CCCCCCCOC(N)=O
-1.92,1.98,107.262,n-hexyl carbamate,CCCCCCOC(N)=O
-1.47,1.44,94.77799999999999,n-amyl carbamate,CCCCCOC(N)=O
-0.66,0.91,82.294,o-butyl carbamate,CCCCOC(N)=O
0.85,-0.15,57.326,o-ethyl carbamate,CCOC(N)=O
-0.3,0.73,82.294,o-isobutyl carbamate,CC(C)COC(N)=O
-0.99,0.55,161.369,methocarbamol,COc1ccccc1OCC(O)COC(N)=O
0.97,-0.68,44.842,o-methyl carbamate,COC(N)=O
-3.78,5.33,189.63400000000001,mefenamic acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C
-2.24,0.72,110.99600000000001,2-hydroxyacetanilide,CC(=O)Nc1ccccc1O
-2.09,1.54,119.17299999999999,3-methylacetanilide,CC(=O)Nc1cccc(C)c1
-4.8,3.46,216.739,phenmedipham,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
-4.63,3.53,216.739,desmedipham,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
-1.58,1.25,119.76100000000001,4-formylacetanilide,CC(=O)Nc1ccc(C=O)cc1
-0.98,0.0805,116.415,4-aminoacetanilide,CC(=O)Nc1ccc(N)cc1
-2.37,1.63,135.964,phenacetin,CCOc1ccc(NC(C)=O)cc1
-2.17,0.92,133.20600000000002,dulcin,CCOc1ccc(NC(N)=O)cc1
-1.3,1.09,123.48,4-methoxyacetanilide,COc1ccc(NC(C)=O)cc1
-1.91,0.6,136.55200000000002,p-acetoxy-acetanilide,CC(=O)Nc1ccc(OC(C)=O)cc1
-1.03,0.34,110.99600000000001,4-hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1
-3.51,2.97,147.287,diphenylamine,c1ccc(Nc2ccccc2)cc1
-0.68,1.15,94.205,formanilide,O=CNc1ccccc1
-3.59,3.27,164.666,salicylanilide,O=C(Nc1ccccc1)c1ccccc1O
-3.3,2.24,152.838,fenfuram,Cc1occc1C(=O)Nc1ccccc1
-2.56,2.52,165.97799999999998,pyracarbolid,CC1=C(C(=O)Nc2ccccc2)CCCO1
-1.92,1.61,119.17299999999999,propionanilide,CCC(=O)Nc1ccccc1
-1.33,1.08,106.689,acetanilide,CC(=O)Nc1ccccc1
-3.15,2.86,170.085,carbanilide,O=C(Nc1ccccc1)Nc1ccccc1
-3.01,2.69,167.239,isonoruron,CN(C)C(=O)NC1CC2CC1C1CCCC21
-2.36,2.99,155.835,cycluron,CN(C)C(=O)NC1CCCCCCC1
-4.11,3.66,184.537,siduron,CC1CCCCC1NC(=O)Nc1ccccc1
-0.5,-3.34,360.457,amikacin,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
-3.24,2.91,165.09099999999998,terbumeton,CCNc1nc(NC(C)(C)C)nc(OC)n1
-1.22,0.0146,181.442,salbutamol,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
-0.95,0.73,116.415,benzylurea,NC(=O)NCc1ccccc1
-1.44,2.76,114.851,n-dibutylamine,CCCCNCCCC
-0.46,1.69,89.883,dipropylamine,CCCNCCC
-4.7,3.83,223.21599999999998,fenoxycarb,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
-3.27,3.2,195.62599999999998,naepaine,CCCCCNCCOC(=O)c1ccc(N)cc1
-1.7,2.13,106.101,N-ethylaniline,CCNc1ccccc1
-3.02,2.53,161.186,ethirimol,CCCCc1c(C)nc(NCC)nc1O
-1.83,1.52,171.24599999999998,carbetamide,CCNC(=O)C(C)OC(=O)Nc1ccccc1
-1.51,-1.85,73.059,quanidinoacetic acid,N=C(N)NCC(=O)O
-1.68,0.31,124.068,hippuric acid,O=C(O)CNC(=O)c1ccccc1
-5.15,1.49,330.839,glycocholic acid,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
-2.88,2.47,110.99600000000001,N-methylanthranilic acid,CNc1ccccc1C(=O)O
-1.28,1.6,93.617,N-methylaniline,CNc1ccccc1
1.13,-1.23,50.261,N-methylurea,CNC(N)=O
-2.8,1.76,158.457,carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2
-3.28,2.4,152.838,carbaryl,CNC(=O)Oc1cccc2ccccc12
-1.57,0.57,150.28,dioxacarb,CNC(=O)Oc1ccccc1C1OCCO1
-2.86,2.5,148.44799999999998,isoprocarb,CNC(=O)Oc1ccccc1C(C)C
-2.05,1.6,152.755,propoxur,CNC(=O)Oc1ccccc1OC(C)C
-4.24,4.54,210.868,butacarb,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1
-2.58,2.09,135.964,XMC,CNC(=O)Oc1cc(C)cc(C)c1
-1.8,1.63,123.48,m-tolyl methylcarbamate,CNC(=O)Oc1cccc(C)c1
-1.8,1.17,110.99600000000001,metolcarb,CNC(=O)Oc1ccccc1
-2.08,2.56,152.607,atratone,CCNc1nc(NC(C)C)nc(OC)n1
-2.48,2.91,165.09099999999998,prometon,COc1nc(NC(C)C)nc(NC(C)C)n1
-0.42,1.05,135.376,ephedrine,CNC(C)C(O)c1ccccc1
-2.27,0.84,173.43099999999998,dibenzamid,O=C(NC(=O)c1ccccc1)c1ccccc1
-0.9,-0.94,63.333,1-acetylurea,CC(=O)NC(N)=O
0.07,1.25,90.859,phenyl hydrazine,NNc1ccccc1
1.34,-1.05,37.189,methyl hydrazine,CNN
0.01,-0.89,98.11,isoniazid,NNC(=O)c1ccncc1
-2.33,0.13,113.65700000000001,4-phenylsemicarbazide,NNC(=O)Nc1ccccc1
-2.92,2.94,157.013,hydrazobenzene,c1ccc(NNc2ccccc2)cc1
-2.46,1.03,169.227,isocarboxazid,Cc1cc(C(=O)NNCc2ccccc2)no1
-0.74,0.79,85.44,phenylhydroxylamine,ONc1ccccc1
-3.04,2.4,173.416,ibuproxam,CC(C)Cc1ccc(C(C)C(=O)NO)cc1
1.12,-1.8,42.083999999999996,hydroxyurea,NC(=O)NO
-0.2,-1.14,105.09200000000001,daminozide,CN(C)NC(=O)CCC(=O)O
-3.75,3.13,154.53799999999998,diphenylnitrosamine,O=NN(c1ccccc1)c1ccccc1
-0.96,0.5,69.99600000000001,1-nitroso-1-ethylurea,CCN(N=O)C(N)=O
-0.85,-0.0309,57.512,1-nitroso-1-methylurea,CN(N=O)C(N)=O
-4.45,3.82,150.231,azobenzene,c1ccc(N=Nc2ccccc2)cc1
-4.45,3.82,150.231,azobenzene,c1ccc(N=Nc2ccccc2)cc1
-1.84,0.00811,225.63099999999997,gibberellic acid,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O
-4.6,4.12,135.086,dibenzofuran,c1ccc2c(c1)oc1ccccc12
-2.4,1.66,174.21900000000002,khellin,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
-2.93,2.54,173.563,gentisin,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1
-3.66,1.93,144.944,methoxsalen,COc1c2occc2cc2ccc(=O)oc12
-4.31,3.87,184.87099999999998,osthole,COc1ccc2ccc(=O)oc2c1CC=C(C)C
-1.89,1.39,106.316,coumarin,O=c1ccc2ccccc2o1
-2.84,5.1,219.93099999999998,coumatetralyl,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21
-3.66,5.07,270.824,ethyl biscoumacetate,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
-3.89,3.42,227.301,warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
-3.89,3.42,227.301,warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
-5.31,4.38,139.393,dibenzo-p-dioxine,c1ccc2c(c1)Oc1ccccc1O2
-1.64,2.82,120.836,eucalyptol,CC12CCC(CC1)C(C)(C)O2
-3.85,0.46,246.94799999999998,aldosterone,CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13
-4.42,4.65,276.006,rotenone,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
-3.09,1.6,176.338,santonin,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
-0.27,-0.46,105.65799999999999,endothall,O=C(O)C1C2CCC(O2)C1C(=O)O
-2.94,1.19,174.875,gentisin,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1
-7.32,5.96,313.894,diosgenin,CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1
-7.32,5.84,313.894,diosgenin,CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C
-2.9,2.63,235.41,phenolphthalein,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
-1.39,1.6,95.07600000000001,phthalic anhydride,O=C1OC(=O)c2ccccc21
-0.41,-2.5,278.531,raffinose,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
0.79,-3.48,188.87400000000002,sucrose,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
0.64,-1.47,99.21700000000001,fructose,OCC1OC(O)(CO)C(O)C1O
-0.1,0.73,64.47399999999999,furfural,O=Cc1ccco1
-0.48,0.64,68.781,2-furoic acid,O=C(O)c1ccco1
0.64,-0.33,99.21700000000001,fructose,OCC1(O)OCC(O)C(O)C1O
-1.89,0.63,128.07,meconin,COc1ccc2c(c1OC)C(=O)OC2
-2.7,0.68,196.05599999999998,hematein,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O
-1.9,0.54,128.726,meconin,COC1=C(OC)C2C(=O)OCC2C=C1
1.07,-0.76,53.302,gamma-butyrolactone,O=C1CCCO1
0.56,0.33,52.714,tetrahydrofuran,C1CCOC1
-0.03,0.89,65.19800000000001,tetrahydropyran,C1CCOCC1
1.05,-0.83,57.021,3-hydroxytetrahydrofuran,OC1CCOC1
-1.63,1.05,98.795,piperonal,O=Cc1ccc2c(c1)OCO2
-1.6,1.61,93.9,styrene oxide,c1ccc(C2CO2)cc1
-0.59,0.13,40.23,propylene oxide,CC1CO1
-3.62,2.59,190.354,eriodictyol,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
0.11,0.82,65.19800000000001,2-methyltetrahydrofuran,CC1CCCO1
-6.01,4.07,297.308,lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
-4.08,0.85,518.764,"digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-5.29,2.44,514.457,digitoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-0.82,1.38,51.402,furan,c1ccoc1
-0.74,0.25,268.1,monotropitoside,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O
-0.85,-1.85,182.162,salicin,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O
-0.24,-3.41,188.87400000000002,lactose,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
0.74,-1.88,99.21700000000001,glucose,OCC1OC(O)C(O)C(O)C1O
0.39,-0.83,82.426,L-arabinose,OC1COC(O)C(O)C1O
-3.57,0.3,368.151,"etoposide (148-167,25mg/ml)",COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
-3.08,1.61,194.005,morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
-1.99,2.13,117.117,camphor,CC12CCC(CC1=O)C2(C)C
-5.19,3.38,156.923,anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21
-1.85,2.13,117.117,d-fenchone,CC12CCC(C1)C(C)(C)C2=O
