,Expt,ClogP,Polarizability,Name,smiles
713,-4.74,3.26,184.469,etomidate,CCOC(=O)c1cncn1C(C)c1ccccc1
714,-2.6,0.82,190.171,ancymidol,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1
715,1.1,-0.33,59.765,pyrimidine,c1cncnc1
716,-1.16,1.59,87.42299999999999,benzoxazole,c1ccc2ocnc2c1
717,-3.37,1.0,160.745,nalidixic acid,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
718,0.96,-0.23,82.37700000000002,N-methyl-2-pyridone,Cn1ccccc1=O
719,-0.8,-1.2,80.863,1-methyluracil,Cn1ccc(=O)[nH]c1=O
720,-4.88,2.12,205.165,benomyl,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21
721,-4.59,2.86,167.171,lenacil,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2
722,-1.56,-0.62,106.605,1-methyluric acid,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O
723,-2.23,1.18,132.043,metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
724,-2.74,1.59,162.05700000000004,hexabarital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
725,-2.92,2.5,197.036,methaqualone,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
726,-7.42,6.18,224.189,"13H-dibenzo(a,i)carbazole",c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21
727,-4.97,3.72,140.505,carbazole,c1ccc2c(c1)[nH]c1ccccc12
728,-2.57,2.26,158.325,etryptamine,CCC(N)Cc1c[nH]c2ccccc12
729,-1.23,1.04,150.736,tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O
730,-2.07,1.43,128.526,indole-3-acetic acid,O=C(O)Cc1c[nH]c2ccccc12
731,-2.42,2.6,111.147,3-methylindole,Cc1c[nH]c2ccccc12
732,-1.52,2.14,98.663,indole,c1ccc2[nH]ccc2c1
733,-2.14,1.26,111.735,2-(1H)quinolinone,O=c1ccc2ccccc2[nH]1
734,-2.12,-0.0256,90.926,adenine,Nc1ncnc2[nH]cnc12
735,-3.93,-1.08,94.121,uric acid,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
736,-2.61,1.15,100.495,phthalimide,O=C1NC(=O)c2ccccc21
737,-3.93,4.64,389.102,norbormide,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
738,-2.93,0.14,101.151,phthalamide,O=C1NC(=O)C2C=CC=CC12
739,-2.34,2.7,162.915,2-ethyl-2-phenylgluterimide,CCC1(c2ccccc2)CCC(=O)NC1=O
740,0.3,-1.18,59.309,succinimide,O=C1CCC(=O)N1
741,-1.13,0.56,194.746,cycloheximide,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1
742,-6.52,5.42,306.11,3-octanoyloxymethylphenytoin,CCCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
743,-6.3,4.89,293.626,3-heptanoyloxymethylphenytoin,CCCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
744,-5.89,4.36,281.142,3-hexanoyloxymethylphenyltoin,CCCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
745,-4.68,3.83,268.658,3-pentanoyloxymethylphenytoin,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
746,-5.07,3.3,256.17400000000004,3-butanoyloxymethylphenytoin,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
747,-4.91,2.77,243.69,3-propanoyloxymethylphenytoin,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
748,-4.47,2.24,231.206,3-ethanoyloxymethylphenytoin,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
749,-4.1,2.52,188.859,phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
750,0.36,0.14,140.959,cytisine,O=c1cccc2n1CC1CNCC2C1
751,-1.04,1.63,99.319,indoline,c1ccc2c(c1)CCN2
752,1.07,-1.45,58.721,pyrrolidone,O=C1CCCN1
753,1.15,0.37,58.133,pyrrolidine,C1CCNC1
754,1.07,0.93,70.617,piperidine,C1CCNCC1
755,1.07,-1.17,67.859,piperazine,C1CNCCN1
756,-2.6,4.39,218.658,antazoline,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
757,1.06,-1.08,62.44,morpholine,C1COCCN1
758,-0.4,-1.69,56.551,hydantoin,O=C1CNC(=O)N1
759,-0.83,-2.56,69.035,"2,5-Piperazinedione",O=C1CNC(=O)CN1
760,-2.64,0.4,160.157,primidone,CCC1(c2ccccc2)C(=O)NCNC1=O
761,-1.5,2.49,108.069,2-propylpiperidine,CCCC1CCCCN1
762,-1.5,1.96,95.585,coniine,CCC1CCCCN1
763,-0.45,0.45,108.657,pelletierine,CC(=O)CC1CCCCN1
764,0.74,-0.68,80.343,2-methylpiperazine,CC1CNCCN1
765,0.49,-0.19,92.827,"trans-2,5-dimethylpiperazine",CC1CNC(C)CN1
766,-0.17,0.75,56.82100000000001,pyrrole,c1cc[nH]c1
767,-1.61,0.42,187.732,anisomycin,COc1ccc(CC2NCC(O)C2OC(C)=O)cc1
768,-0.06,-0.67,81.51899999999998,5-ethylhydantoin,CCC1NC(=O)NC1=O
769,-1.6,-2.89,89.075,allantoin,NC(=O)NC1NC(=O)NC1=O
770,-2.29,-1.19,85.507,hypoxanthine,O=c1[nH]cnc2nc[nH]c12
771,-3.58,-0.98,95.233,guanine,Nc1nc2[nH]cnc2c(=O)[nH]1
772,-2.12,-0.0256,90.926,adenine,Nc1ncnc2nc[nH]c12
773,-3.4,-2.14,95.233,isoguanine,Nc1nc(O)nc2nc[nH]c12
774,-0.53,-1.27,103.073,histidine,NC(Cc1c[nH]cn1)C(=O)O
775,-1.96,0.00921,92.691,urocanic acid,O=C(O)C=Cc1c[nH]cn1
776,-1.52,-0.12,80.863,5-methyluracil,Cc1c[nH]c(=O)[nH]c1=O
777,-1.46,-1.12,86.28200000000002,5-methylcytosine,Cc1c[nH]c(=O)nc1N
778,0.59,-1.38,64.072,3H-pyrimidin-4-one,O=c1ccnc[nH]1
779,-1.48,-0.71,68.37899999999999,uracil,O=c1cc[nH]c(=O)[nH]1
780,-1.14,-1.71,73.798,cytosine,Nc1cc[nH]c(=O)n1
781,-3.88,2.83,211.657,mebendazole,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
782,-3.36,2.83,211.657,mebendazole,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
783,-1.96,1.57,105.326,2-methylbenzimidazole,Cc1nc2ccccc2[nH]1
784,-0.4,-1.99,57.139,parabanic acid,O=C1NC(=O)C(=O)N1
785,-1.89,-1.07,87.809,cyclopropyl-5-spirobarbituric acid,O=C1NC(=O)C2(CC2)C(=O)N1
786,-1.65,-0.5,100.293,cyclobutyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCC2)C(=O)N1
787,-2.35,0.0602,112.777,cyclopentyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCC2)C(=O)N1
788,-3.06,0.62,125.261,cyclohexyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCC2)C(=O)N1
789,-3.17,1.19,137.745,cycloheptyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCC2)C(=O)N1
790,-2.98,1.75,150.22899999999996,cyclooctyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1
791,-1.64,1.71,144.52700000000004,5-butyl-5-ethylbarbituric acid,CCCCC1(CC)C(=O)NC(=O)NC1=O
792,-2.57,2.05,157.011,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
793,-2.32,1.67,160.745,phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
794,-2.64,2.04,180.243,reposal,CCC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O
795,-2.7,2.04,180.243,reposal,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O
796,-2.17,1.62,162.05700000000004,cyclobarbital,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O
797,-3.0,2.18,174.541,heptabarbital,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
798,-1.39,0.64,119.559,barbital,CCC1(CC)C(=O)NC(=O)NC1=O
799,-2.25,1.84,156.355,5-(3-Methyl-2-butenyl)-5-ethylbarbital,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O
800,-1.61,0.77,131.387,5-allyl-5-ethylbarbital,C=CCC1(CC)C(=O)NC(=O)NC1=O
801,-1.23,0.11,107.075,5-methyl-5-ethylbarbituric acid,CCC1(C)C(=O)NC(=O)NC1=O
802,-2.18,1.69,172.57299999999995,phenallymal,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
803,-2.06,1.11,143.215,allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
804,-1.16,0.24,118.903,5-allyl-5-methylbarbital,C=CCC1(C)C(=O)NC(=O)NC1=O
805,-1.74,-0.42,94.591,"5,5-dimethylbarbituric acid",CC1(C)C(=O)NC(=O)NC1=O
806,-2.52,2.05,157.011,pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
807,-2.36,2.18,168.83900000000003,secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
808,-2.39,1.52,144.52700000000004,butabarbital,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
809,-2.02,1.65,156.355,talbutal,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
810,-2.21,0.99,132.043,probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O
811,-2.59,2.19,168.83900000000003,5-(3-methyl-2-butenyl)-5-isoprbarbital,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O
812,-1.71,1.11,143.871,aprobarbital,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O
813,-2.77,1.34,144.52700000000004,"5,5-diisopropylbarbital",CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O
814,-1.99,-0.37,142.607,alloxanthin,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1
815,-1.25,-1.84,70.211,alloxan,O=C1NC(=O)C(=O)C(=O)N1
816,-3.03,2.2,161.186,ethirimol,CCCCc1c(C)nc(NCC)[nH]c1=O
817,-1.26,-0.12,80.863,6-methyluracil,Cc1cc(=O)[nH]c(=O)[nH]1
818,-1.93,-0.93,85.758,orotic acid,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
819,-2.16,1.82,92.842,indazole,c1ccc2[nH]ncc2c1
820,-2.38,-1.33,85.507,allopurinol,Oc1ncnc2[nH]ncc12
821,-2.27,-0.48,85.507,allopurin,O=c1[nH]cnc2[nH]ncc12
822,0.52,-0.87,54.905,amitrole,Nc1nc[nH]n1
823,-0.78,1.34,87.021,benzotriazole,c1ccc2[nH]nnc2c1
824,-3.54,1.72,219.044,apazone,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
825,-3.73,2.72,243.102,oxyphenbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
826,-3.81,3.16,238.795,phenylbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
827,-3.27,1.25,239.383,Kebuzone,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
828,-2.09,2.16,181.711,pyrolan,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1
829,0.71,0.27,146.429,antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C
830,-0.63,0.76,181.123,aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
831,-0.62,-0.4,156.155,aminophenazone,Cc1c(N)c(=O)n(-c2ccccc2)n1C
832,1.1,0.0245,59.765,pyridazine,c1ccnnc1
833,-5.51,4.7,254.636,danazol,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
834,-0.07,0.66,62.372,3-hydroxy-5-methylisoxazole,Cc1cc(O)no1
835,-3.54,3.18,128.96,1-nitronaphthalene,O=[N+]([O-])c1cccc2ccccc12
836,-5.82,4.16,152.94799999999995,quintozene,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
837,-4.47,3.57,195.112,medinoterb acetate,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-]
838,-5.47,5.86,186.027,dinitramine,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
839,-5.53,5.41,201.269,benfluralin,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
840,-5.68,5.41,201.269,trifluralin,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
841,-6.78,5.91,243.579,flumetralin,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
842,-6.12,5.1,200.613,ethalfluralin,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
843,-6.49,5.3,224.911,Isopropalin,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
844,-1.46,2.2,119.62,DNOC,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
845,-3.38,3.61,157.072,dinoseb,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
846,-3.22,1.68,131.024,"2,4,6-trinitrotoluene",Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
847,-5.16,3.38,221.525,oryzalin,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
848,-3.48,2.9,113.45,"2,3-dichloronitrobenzene",O=[N+]([O-])c1cccc(Cl)c1Cl
849,-3.0,2.08,115.313,"2,6-dinitrotoluene",Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
850,-4.04,3.24,174.421,fenitrothion,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
851,-2.82,2.08,115.313,"2,4-dinitrotoluene",Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
852,-4.76,2.97,235.864,nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
853,-2.33,2.41,99.602,2-nitrotoluene,Cc1ccccc1[N+](=O)[O-]
854,-2.55,2.34,100.284,o-chloronitrobenzene,O=[N+]([O-])c1ccccc1Cl
855,-3.1,1.84,102.829,"1,2-dinitrobenzene",O=[N+]([O-])c1ccccc1[N+](=O)[O-]
856,-1.96,1.83,96.844,2-nitroaniline,Nc1ccccc1[N+](=O)[O-]
857,-1.91,1.0,122.4,2-nitroacetanilide,CC(=O)Nc1ccccc1[N+](=O)[O-]
858,-1.96,1.73,103.909,2-nitroanisole,COc1ccccc1[N+](=O)[O-]
859,-1.74,1.71,91.425,2-nitrophenol,O=[N+]([O-])c1ccccc1O
860,-3.8,1.39,212.747,nimetazepam,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
861,-3.5,2.34,213.429,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
862,-3.8,2.18,200.263,nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
863,-3.2,3.16,113.45,"3,4-dichloronitrobenzene",O=[N+]([O-])c1ccc(Cl)c(Cl)c1
864,-4.7,5.4,206.709,niclosamide,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
865,-4.31,3.46,175.10299999999995,dicaphton,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
866,-2.89,1.22,118.54,"1,3,5-trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
867,-2.44,2.41,99.602,3-nitrotoluene,Cc1cccc([N+](=O)[O-])c1
868,-2.77,2.64,100.284,m-chloronitrobenzene ,O=[N+]([O-])c1cccc(Cl)c1
869,-1.68,1.82,104.497,3-nitrobenzoic acid,O=C(O)c1cccc([N+](=O)[O-])c1
870,-2.29,1.62,102.829,"1,3-dinitrobenzene",O=[N+]([O-])c1cccc([N+](=O)[O-])c1
871,-2.19,1.37,96.844,3-nitroaniline,Nc1cccc([N+](=O)[O-])c1
872,-1.01,1.93,91.425,3-nitrophenol,O=[N+]([O-])c1cccc(O)c1
873,-2.49,2.41,99.602,4-nitrotoluene,Cc1ccc([N+](=O)[O-])cc1
874,-2.11,1.02,194.798,chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
875,-2.92,2.6,100.284,p-chloronitrobenzene,O=[N+]([O-])c1ccc(Cl)cc1
876,-2.8,1.89,104.497,4-nitrobenzoic acid,O=C(O)c1ccc([N+](=O)[O-])cc1
877,-3.39,1.37,102.829,"1,4-dinitrobenzene",O=[N+]([O-])c1ccc([N+](=O)[O-])cc1
878,-2.37,1.39,96.844,4-nitroaniline,Nc1ccc([N+](=O)[O-])cc1
879,-2.69,1.66,122.4,4-nitroacetanilide,CC(=O)Nc1ccc([N+](=O)[O-])cc1
880,-5.46,4.92,183.911,nitrofen,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
881,-2.41,2.03,103.909,4-nitroanisole,COc1ccc([N+](=O)[O-])cc1
882,-0.74,1.57,91.425,4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1
883,-4.66,3.84,186.905,parathion,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
884,-3.68,2.78,161.937,parathion methyl,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
885,-1.8,1.95,87.118,nitrobenzene,O=[N+]([O-])c1ccccc1
886,-2.28,-1.13,85.334,5-nitrobarbituric acid,O=C1NC(=O)C([N+](=O)[O-])C(=O)N1
887,-2.81,0.91,180.631,benznidazole,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
888,-1.26,-0.0133,108.47,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO
889,-2.19,0.28,89.911,nifuroxime,O=[N+]([O-])c1ccc(C=NO)o1
890,-3.38,-0.4,136.90200000000002,nitrofurantoin,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
891,-3.22,0.91,130.061,niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1
892,-2.0,3.09,72.946,chloropicrin,O=[N+]([O-])C(Cl)(Cl)Cl
893,-0.8,0.87,58.416,1-nitropropane,CCC[N+](=O)[O-]
894,-0.22,0.34,45.932,nitroethane,CC[N+](=O)[O-]
895,0.26,-0.2,33.448,nitromethane,C[N+](=O)[O-]
896,-0.62,0.68,58.416,2-nitropropane,CC(C)[N+](=O)[O-]
897,-1.37,-1.31,58.907,nitroguanidine,N=C(N)N[N+](=O)[O-]
898,-2.63,0.9,115.243,isosorbide dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12
899,-2.22,2.32,102.759,nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
900,-4.61,2.8,166.649,"2-Phenyl-3,1-benzoxazin-4-one",O=c1nc(-c2ccccc2)oc2ccccc12
901,-4.61,2.8,166.649,bentranil,O=c1oc(-c2ccccc2)nc2ccccc12
902,-2.16,0.15,87.447,1H-indazole,C1=NN=c2ccccc2=1
903,0.59,-1.24,61.00899999999999,4(3H)-Pyrimidonep,O=C1CC=NC=N1
904,-3.12,-1.47,292.244,tetracycline,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
905,-1.42,-0.45,265.139,rolitetracycline,CN(C)C1C(O)=CC(=O)C2(O)C(O)=C3C(=O)c4ccccc4C(C)(O)C3CC12
906,-3.14,-1.5,296.551,oxytetracycline,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12
907,-2.87,-0.54,292.244,doxycycline,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21
908,-2.38,1.07,97.599,phthalonitrile,N#Cc1ccccc1C#N
909,-1.0,1.65,84.50299999999999,benzonitrile,N#Cc1ccccc1
910,0.28,0.0842,43.317,propionitrile,CCC#N
911,-0.96,0.92,67.62899999999999,3-pentenenitrile,CC=CCC#N
912,0.26,-0.45,30.833,acetonitrile,CC#N
913,0.15,0.19,42.661,acrylonitrile,C=CC#N
914,-0.77,-0.36,280.608,amygdalin,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1
915,-6.03,5.48,265.433,fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
916,-3.12,4.84,164.787,tributylamine,CCCCN(CCCC)CCCC
917,-2.28,3.25,127.335,tripropylamine,CCCN(CCC)CCC
918,-4.46,4.92,239.721,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21
919,-3.4,3.86,231.544,doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21
920,-2.64,2.84,213.612,tripelenamine,CN(C)CCN(Cc1ccccc1)c1ccccn1
921,-3.7,3.87,269.099,dibucaine,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
922,-1.4,2.36,183.142,procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1
923,-3.84,4.81,227.659,stadacaine,CCCCOc1ccc(C(=O)OCCN(CC)CC)cc1
924,-2.71,3.75,202.691,parethoxycaine,CCOc1ccc(C(=O)OCCN(CC)CC)cc1
925,-0.73,0.81,139.683,N-phenyldiethanolamine,OCCN(CCO)c1ccccc1
926,-3.84,5.36,227.659,stadacaine,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1
927,-3.03,3.39,131.069,"N,N-diethylaniline",CCN(CC)c1ccccc1
928,-0.14,1.66,89.883,triethylamine,CCN(CC)CC
929,-1.76,2.36,191.319,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C
930,-3.57,3.24,215.258,Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
931,-0.95,1.07,119.173,N-methylacetanilide,CC(=O)N(C)c1ccccc1
932,-3.35,3.01,220.021,methyldymron,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1
933,-2.36,2.01,158.174,aminocarb,CNC(=O)Oc1ccc(N(C)C)c(C)c1
934,-1.92,2.33,106.101,"N,N-dimethylaniline",CN(C)c1ccccc1
935,-2.24,2.79,161.186,dimethirimol,CCCCc1c(C)nc(N(C)C)nc1O
936,-1.95,1.7,171.5,pirimicarb,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
937,-3.36,2.42,158.026,altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1
938,0.84,0.0628,52.431,trimethylamine,CN(C)C
939,-2.34,0.86,164.18099999999995,formetanate,CNC(=O)Oc1cccc(N=CN(C)C)c1
940,1.11,-0.75,65.503,"N,N-dimethylacetamide",CC(=O)N(C)C
941,-2.98,2.63,197.811,diphenamid,CN(C)C(=O)C(c1ccccc1)c1ccccc1
942,0.94,0.19,87.713,tetramethylurea,CN(C)C(=O)N(C)C
943,-2.93,1.66,205.94,kasugamycin,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
944,-3.54,2.32,166.351,isoproturon,CC(C)c1ccc(NC(=O)N(C)C)cc1
945,-4.16,2.02,216.151,difenoxuron,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1
946,-1.6,0.98,128.899,fenuron,CN(C)C(=O)Nc1ccccc1
947,-0.85,1.27,150.34799999999996,dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
948,-5.47,5.64,246.689,amitraz,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1
949,-1.6,2.15,203.279,metalaxyl,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
950,-6.2,4.63,206.659,6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12
951,-1.92,2.17,122.975,1-naphthylamine,Nc1cccc2ccccc12
952,-4.22,2.61,158.996,1-aminoacridine,Nc1cccc2nc3ccccc3cc12
953,-2.35,2.92,131.069,"2,6-diethylaniline",CCc1cccc(CC)c1N
954,-0.85,1.4,93.617,2-methylaniline,Cc1ccccc1N
955,-1.52,1.21,98.512,2-aminobenzoic acid,Nc1ccccc1C(=O)O
956,-0.42,0.0525,90.859,"1,2-benzenediamine",Nc1ccccc1N
957,-0.72,0.44,85.44,2-aminophenol,Nc1ccccc1O
958,-5.17,3.4,164.817,2-aminoanthracene,Nc1ccc2cc3ccccc3cc2c1
959,-0.85,1.4,93.617,3-methylaniline,Cc1cccc(N)c1
960,-1.28,0.69,106.689,m-aminoacetophenone,CC(=O)c1cccc(N)c1
961,-2.7,1.56,157.013,benzidine,Nc1ccc(-c2ccc(N)cc2)cc1
962,-2.3,1.64,169.497,di-(p-aminophenyl)methane,Nc1ccc(Cc2ccc(N)cc2)cc1
963,-1.21,1.4,93.617,4-methylaniline,Cc1ccc(N)cc1
964,-2.63,0.94,119.173,p-aminopropiophenone,CCC(=O)c1ccc(N)cc1
965,-1.61,0.41,106.689,p-aminoacetophenone,CC(=O)c1ccc(N)cc1
966,-5.4,5.13,198.384,octyl-4-aminobenzoate,CCCCCCCCOC(=O)c1ccc(N)cc1
967,-4.6,4.6,185.9,heptyl-4-aminobenzoate,CCCCCCCOC(=O)c1ccc(N)cc1
968,-3.95,4.07,173.416,hexyl-4-aminobenzoate,CCCCCCOC(=O)c1ccc(N)cc1
969,-3.26,3.54,160.93200000000004,pentyl-4-aminobenzoate,CCCCCOC(=O)c1ccc(N)cc1
970,-3.08,3.01,148.44799999999995,butamben,CCCCOC(=O)c1ccc(N)cc1
971,-2.33,2.48,135.964,propyl-p-aminobenzoate,CCCOC(=O)c1ccc(N)cc1
972,-2.62,1.95,123.48,benzocaine,CCOC(=O)c1ccc(N)cc1
973,-1.59,1.41,110.996,methyl-4-aminobenzoate,COC(=O)c1ccc(N)cc1
974,-0.4,0.83,98.512,4-aminobenzoic acid,Nc1ccc(C(=O)O)cc1
975,-0.38,-0.68,90.859,"1,4-benzenediamine",Nc1ccc(N)cc1
976,-0.8,-0.29,85.44,4-aminophenol,Nc1ccc(O)cc1
977,-0.41,0.94,81.133,aniline,Nc1ccccc1
978,-3.21,0.96,445.096,pimaricin,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
979,-2.4,1.34,185.297,triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
980,-2.1,0.46,237.503,tetroxoprim,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC
981,-2.86,0.79,208.228,trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
982,-1.28,0.39,94.459,"2,6-dimethyl-4-pyrimidinamine",Cc1cc(N)nc(C)n1
983,-1.53,1.09,93.617,benzylamine,NCc1ccccc1
984,-1.12,0.72,110.408,Tyramine,NCCc1ccc(O)cc1
